StoryID,CharactersID,AliasCharacters
59,Tokoh-5,['makejang buro']
59,Tokoh-6,"['jelemane ento', 'jelema ento', 'jeleme', 'jelema']"
59,Tokoh-7,['para buro']
59,Tokoh-8,"['i lelasan', 'i lasan']"
59,Tokoh-9,['i jelema']
59,Tokoh-10,['i lelipi']
59,Tokoh-11,['i macan']
59,Tokoh-12,['i gajah']
59,Tokoh-13,"['baburo', 'beburo']"
59,Tokoh-14,['celedu']
59,Tokoh-15,['lelasa']
59,Tokoh-16,['i kebo']
59,Tokoh-17,['lipan']
59,Tokoh-18,['lipi']
60,Tokoh-1,"['sang prabu i sangmong', 'i sangmong']"
60,Tokoh-2,['i capung bangkok']
60,Tokoh-3,['ratu sang prabu']
60,Tokoh-4,"['i kunang-kunang', 'kunang-kunang']"
60,Tokoh-5,['ida sang prabu']
60,Tokoh-6,['capok bangkok']
60,Tokoh-7,['kedis blatuk']
60,Tokoh-8,['jero lutung']
60,Tokoh-9,"['i lelasan', 'lelasan']"
60,Tokoh-10,"['i beduda', 'beduda']"
60,Tokoh-11,['i blatuk']
60,Tokoh-12,['i lutung']
60,Tokoh-13,"['i tumisi', 'tumisi']"
60,Tokoh-14,"['i lelipi', 'lelipi']"
60,Tokoh-15,"['i sampi', 'sampi']"
61,Tokoh-1,"['anake ane ngelahang carike', 'ane ngelahang carike']"
61,Tokoh-2,"['katake ane cenik-cenik', 'katake', 'katak']"
61,Tokoh-3,"['lelipi gadang gede', 'lelipi gadang', 'lelipi']"
61,Tokoh-4,['katake makejang']
61,Tokoh-5,"['i lelipi gadang', 'i lelipi']"
61,Tokoh-6,['lelipine ento']
61,Tokoh-7,"['i ratun katak', 'ratun katak', 'ratun']"
61,Tokoh-8,['sang karitaka']
61,Tokoh-9,"['ratun karake', 'ratun katake']"
61,Tokoh-10,"['i karitaka', 'i katak']"
61,Tokoh-11,['retun']
62,Tokoh-1,"['sang hyang brahma', 'sang hyang siwa']"
62,Tokoh-2,"['ida batara wisnu', 'batara wisnu', 'batara']"
62,Tokoh-3,"['dewa sang garuda', 'sang garuda', 'sang kadru', 'garuda']"
62,Tokoh-4,"['memen tiange', 'memen', 'meme']"
62,Tokoh-5,"['sang wirata', 'sang winata']"
62,Tokoh-6,['memen cai']
62,Tokoh-7,['para naga']
63,Tokoh-1,"['i lengar paling keliha', 'i lengar paing keliha', 'i lengar', 'lengar']"
63,Tokoh-2,['ane paling keliha']
63,Tokoh-3,"['pianak i mandala', 'i mandala', 'pianak']"
63,Tokoh-4,['pianak icange']
63,Tokoh-5,['ni luh layang']
63,Tokoh-6,"['adin-adin', 'adi-adin']"
63,Tokoh-7,['i widara']
63,Tokoh-8,['adin']
63,Tokoh-9,['bapa']
64,Tokoh-1,"['i lutung', 'i utung', 'lutung']"
64,Tokoh-2,"['i kekua', 'kekua']"
64,Tokoh-3,['tung']
65,Tokoh-1,"['cucunne pekak dukuh', 'pekak dukuh', 'pekak']"
65,Tokoh-2,['i pekak dukuh']
65,Tokoh-3,"['luh kancerung', 'luh kancrung', 'luh']"
65,Tokoh-4,"['i lutunge', 'i lutung', 'lutung']"
65,Tokoh-5,"['i kakua', 'kakua']"
65,Tokoh-6,['i dukuh']
65,Tokoh-7,['cucun']
66,Tokoh-1,"['i polos, bli menceng', 'bli menceng', 'i menceng', 'bli']"
66,Tokoh-2,"['i polos, polos', 'i polos']"
67,Tokoh-1,"['baburon maawak gede tur situh ento', 'baburon', 'baburo', 'beburo']"
67,Tokoh-2,"['baburon cenikan', 'baburon lenan']"
67,Tokoh-3,"['i kedis perit', 'i kedis curik', 'kedis']"
67,Tokoh-4,"['i kedis goak', 'goak']"
67,Tokoh-5,"['i kambing', 'kambing']"
67,Tokoh-6,"['i sampi', 'sampi']"
67,Tokoh-7,['i perit']
67,Tokoh-8,['i goak']
67,Tokoh-9,['memeri']
67,Tokoh-10,['prit']
68,Tokoh-1,"['i sangging lobangkara', 'sangging lobangkara']"
68,Tokoh-2,['bhatara klungkung']
68,Tokoh-3,['ratu bhatara']
68,Tokoh-4,"['ida bhatara', 'ida batara']"
69,Tokoh-1,['siput-siput uling alase']
69,Tokoh-2,"['siput ane malunan', 'siput']"
69,Tokoh-3,"['sipute liu pesan', 'sipute liu']"
69,Tokoh-4,['timpal-timpal']
69,Tokoh-5,['siput-sipute']
69,Tokoh-6,"['i kancil', 'kancil']"
69,Tokoh-7,"['i siputa', 'i siput']"
70,Tokoh-1,"['i titih lua muani', 'i titih', 'titih']"
70,Tokoh-2,['ida anake agung']
70,Tokoh-3,"['sisian i tuma', 'i tuma', 'tuma']"
70,Tokoh-4,"['sisian jero', 'jero']"
70,Tokoh-5,['jero gede']
70,Tokoh-6,['parekan']
70,Tokoh-7,['tittih']
71,Tokoh-1,"['memen anake cerik ento', 'memen anake cerik', 'anake cerik']"
71,Tokoh-2,['ni tuwung kuning']
71,Tokoh-3,['i cening']
71,Tokoh-4,['i pudak']
71,Tokoh-5,['dedari']
71,Tokoh-6,['kurena']
71,Tokoh-7,['dadong']
71,Tokoh-8,"['bapan', 'bapa']"
71,Tokoh-9,['wayan']
71,Tokoh-10,['meme']
72,Tokoh-1,"['anake agung ento', 'anake agung']"
72,Tokoh-2,['tonyane ento']
72,Tokoh-3,"['i gede urub', 'gede urub']"
72,Tokoh-4,['sang prabu']
72,Tokoh-5,"['i tonya', 'tonya']"
72,Tokoh-6,"['i ubuh', 'ubuh']"
72,Tokoh-7,['pekak']
72,Tokoh-8,['u-buh']
73,Tokoh-1,['ida sang hyang widhi']
73,Tokoh-2,['anak tua matengkuluk']
73,Tokoh-3,"['anake lingsir ento', 'anake lingsir']"
73,Tokoh-4,"['jero anak lingsir', 'jero']"
73,Tokoh-5,['i kaki buyut']
73,Tokoh-6,['i wingsata']
73,Tokoh-7,['ki buyut']
73,Tokoh-8,"['i sigara', 'i segara', 'sigara']"
73,Tokoh-9,['cening']
73,Tokoh-10,['bapa']
74,Tokoh-1,['prabekel sareng sinamian']
74,Tokoh-2,"['ida anake agung', 'anake agung']"
74,Tokoh-3,['prabekel sami']
74,Tokoh-4,['i saunggaling']
74,Tokoh-5,['jero bendesa']
74,Tokoh-6,"['ni layonsari', 'layonsari']"
74,Tokoh-7,"['i jayaprana', 'i jayaprna', 'jayaprana', 'jayapra']"
74,Tokoh-8,['prebekel']
75,Tokoh-1,['rarene ne ngeling punika']
75,Tokoh-2,['leyak sareng kakalih']
75,Tokoh-3,"['brayan ipun ni penak', 'ni penak', 'ni penek', 'penak']"
75,Tokoh-4,"['dane gurun pagep', 'gurun pagep']"
75,Tokoh-5,"['leyake punika', 'leyak punika']"
75,Tokoh-6,"['rarene punika', 'rare punika', 'rare']"
75,Tokoh-7,['rare ngeling']
75,Tokoh-8,"['pianak nyai', 'pianak ipun']"
75,Tokoh-9,['pianake']
76,Tokoh-1,"['panjak-panjak puri kertha bumi', 'panjak puri kertha bumi']"
76,Tokoh-2,"['sang prabu suliawana', 'prabu suliawana']"
76,Tokoh-3,['panjak-panjak ida']
76,Tokoh-4,"['panyatusan bikul', 'bikul']"
76,Tokoh-5,"['juru carik puri', 'juru carik']"
76,Tokoh-6,['ida sang prabu']
76,Tokoh-7,['timpal-timpal']
76,Tokoh-8,"['kedis geruda', 'geruda']"
76,Tokoh-9,"['para bikule', 'bikule']"
76,Tokoh-10,['gusti patih']
76,Tokoh-11,['gusti prabu']
76,Tokoh-12,['juru borose']
76,Tokoh-13,['kedise ento']
76,Tokoh-14,['panjak ida']
76,Tokoh-15,['patih ida']
76,Tokoh-16,"['i geruda', 'i geuda']"
76,Tokoh-17,['pepatih']
76,Tokoh-18,['i bikul']
76,Tokoh-19,['krama']
76,Tokoh-20,['kul']
77,Tokoh-1,['ni wingsali']
77,Tokoh-2,['ni mesaba']
77,Tokoh-3,"['i bojog', 'bojog']"
77,Tokoh-4,"['i macan', 'macan']"
77,Tokoh-5,['beli']
77,Tokoh-6,['meme']
78,Tokoh-1,['belibis buyang kalih']
78,Tokoh-2,['paksi gowak gadagan']
78,Tokoh-3,"['i paksi siung luh', 'siung']"
78,Tokoh-4,['paksi belatuk']
78,Tokoh-5,['gajah ageng']
78,Tokoh-6,['siunge luh']
78,Tokoh-7,['i gajah']
78,Tokoh-8,['i gowak']
78,Tokoh-9,['i siung']
78,Tokoh-10,['luhnya']
78,Tokoh-11,['beli']
78,Tokoh-12,['meme']
79,Tokoh-1,['timpalne makejang']
79,Tokoh-2,['timpal-timpal']
79,Tokoh-3,"['i kidange', 'i kidang', 'kidang']"
79,Tokoh-4,"['i cekcek', 'cekcek']"
79,Tokoh-5,"['timpale', 'timpal']"
79,Tokoh-6,['beli']
80,Tokoh-1,['i kunang-kunang']
80,Tokoh-2,"['jero pecalang', 'jero']"
80,Tokoh-3,"['prabu singa', 'singa']"
80,Tokoh-4,['sang prabu']
80,Tokoh-5,"['i lelasan', 'lelasan']"
80,Tokoh-6,"['i blatuk', 'blatuk']"
80,Tokoh-7,['i kekawa']
80,Tokoh-8,['i lutung']
80,Tokoh-9,"['i tumisi', 'tumisi']"
80,Tokoh-10,"['i beduda', 'beduda']"
80,Tokoh-11,"['i lembu', 'lembu']"
80,Tokoh-12,"['i singa', 'i sing']"
81,Tokoh-1,"['i beduda', 'beduda']"
81,Tokoh-2,"['i lutung', 'lutung']"
82,Tokoh-1,"['dane jero dukuh kantrungan', 'dane dukuh kantrungan', 'jero dukuh kantrungan', 'dukuh kantrungan', 'dane jero dukuh', 'jero dukuh', 'dane dukuh', 'jero']"
82,Tokoh-2,"['luh ayu kantrungan', 'luh ayu']"
82,Tokoh-3,['ni ayu kantrungan']
82,Tokoh-4,"['i lutung', 'lutung']"
82,Tokoh-5,"['i kekua', 'kekua']"
83,Tokoh-1,['i kaki perodong']
83,Tokoh-2,['sang lutung']
83,Tokoh-3,['i lutung']
83,Tokoh-4,"['i kekua', 'kekua']"
84,Tokoh-1,"['i kambing', 'kambing']"
84,Tokoh-2,['i lutung']
85,Tokoh-1,"['i lutung', 'lutung']"
85,Tokoh-2,"['i kancil', 'kancil']"
85,Tokoh-3,['tung']
85,Tokoh-4,['cil']
86,Tokoh-1,['burone ane lenlenan']
86,Tokoh-2,['burone lenan']
86,Tokoh-3,"['adi meng', 'i meng', 'meng']"
86,Tokoh-4,"['i macan', 'macan']"
86,Tokoh-5,['i beli']
86,Tokoh-6,['belie']
86,Tokoh-7,"['buron', 'buro']"
86,Tokoh-8,['bli']
87,Tokoh-1,"['panjak ida bhatara indra', 'ida bhatara indra', 'ida batara indra']"
87,Tokoh-2,"['sang prabu maya danawa', 'maya danawa']"
87,Tokoh-3,"['para panjak suarga', 'para panjake', 'para jana', 'panjake']"
87,Tokoh-4,['sang maya danawa']
87,Tokoh-5,"['sang kul putihe', 'sang kul putih']"
87,Tokoh-6,['i maya danawa']
87,Tokoh-7,"['i kala wong', 'kala wong']"
87,Tokoh-8,['para ratu']
87,Tokoh-9,['panjaknya']
87,Tokoh-10,['patihnya']
87,Tokoh-11,"['ceninge', 'cening']"
88,Tokoh-1,"['pianak-pianak pan brayut', 'pianak-pianak', 'pan brayut', 'brayut']"
88,Tokoh-2,['pianakne pan brayut']
88,Tokoh-3,['mantunne luh muani']
88,Tokoh-4,"['pangerain jempong', 'pangeran jembong']"
88,Tokoh-5,"['jero wayan', 'jero']"
88,Tokoh-6,['men brayut']
88,Tokoh-7,['de brayut']
88,Tokoh-8,"['pianake', 'pianak']"
88,Tokoh-9,"['mantun', 'mantu', 'matun']"
88,Tokoh-10,"['i meme', 'meme']"
88,Tokoh-11,['i bapa']
88,Tokoh-12,['bapan']
89,Tokoh-1,"['sang kidang', 'kidang']"
89,Tokoh-2,"['men tiwase', 'men tiwas', 'tiwas']"
89,Tokoh-3,['men sugih']
90,Tokoh-1,"['i bojog, nang cublinge', 'nang cublinge', 'nang cubling']"
90,Tokoh-2,"['bojoge makejang', 'bojog makejang', 'bojoge', 'bojog']"
90,Tokoh-3,['makejang bojoge']
90,Tokoh-4,['bojog ajaka liu']
90,Tokoh-5,"['kurenan icange', 'kurenan']"
90,Tokoh-6,['men cubling']
90,Tokoh-7,['bojog cenik']
90,Tokoh-8,"['liu bojoge', 'i bojog']"
90,Tokoh-9,['bojog gede']
91,Tokoh-1,"['i kedis crukcuk kuning', 'kedis crukcuk kuning']"
91,Tokoh-2,['kedis crukcuk kuninge']
91,Tokoh-3,['i crukcuk kuning']
91,Tokoh-4,['ni kesuna']
91,Tokoh-5,['ni bawang']
91,Tokoh-6,"['memen', 'meme']"
91,Tokoh-7,['embok']
92,Tokoh-1,['pepatih ida sang anyakrawerti']
92,Tokoh-2,['anak istri sampun lingsir']
92,Tokoh-3,"['i sudagar, pepatih agung', 'i sudagar, patih', 'pepatih agung', 'i sudagar', 'sudagar', 'agung']"
92,Tokoh-4,['anake lingsir punika']
92,Tokoh-5,['ida sang maha patih']
92,Tokoh-6,"['anake jada punika', 'anake jada']"
92,Tokoh-7,"['anake odah punika', 'anake odah']"
92,Tokoh-8,"['ida anake agung', 'anake agung', 'anak agung']"
92,Tokoh-9,['ida sang prabhu']
92,Tokoh-10,['i patih agung']
92,Tokoh-11,"['ni daha tua', 'daha tua']"
92,Tokoh-12,['pan bergah']
92,Tokoh-13,['panjakida']
92,Tokoh-14,"['para ratu', 'ratu']"
92,Tokoh-15,['sudagare']
93,Tokoh-1,"['sang nata prabu aiswaryadala', 'aiswaryadala', 'prabu']"
93,Tokoh-2,"['ida sang prabu aiswaryadala', 'ida sang prabu aji darma', 'sang prabu aiswaryadala', 'ida sang prabu manu', 'ida sang prabu', 'sang prabu', 'aji']"
93,Tokoh-3,['ki patih bandeswarya']
93,Tokoh-4,['i gusti ayu biang']
93,Tokoh-5,"['ida bagawan daksa', 'bagawan daksa']"
93,Tokoh-6,['para tanda mantri']
93,Tokoh-7,"['maharaja ikswaku', 'maharaja manu']"
93,Tokoh-8,"['panyeroan asiki', 'panyeroa']"
93,Tokoh-9,['ki bandeswarya']
93,Tokoh-10,"['ni diah tantri', 'ni dah tantri']"
93,Tokoh-11,['dewi nilawati']
93,Tokoh-12,['para punggawa']
93,Tokoh-13,['i panyeroan']
93,Tokoh-14,['para istri']
93,Tokoh-15,['para wiku']
93,Tokoh-16,['parekan']
93,Tokoh-17,['biange']
93,Tokoh-18,['ajinda']
94,Tokoh-1,"['ida raden galuh daha', 'ida raden gal uh', 'ida raden galuh', 'raden galuh']"
94,Tokoh-2,"['ida sang prabu daha', 'ida sang prabu', 'sang prabu']"
94,Tokoh-3,['cening nanak galuh']
94,Tokoh-4,"['i mantri koripan', 'mantri koripan']"
94,Tokoh-5,"['ida raden mantri', 'ida raden matri', 'raden mantri']"
94,Tokoh-6,"['kalih prameswari', 'prameswari']"
94,Tokoh-7,['ratu sang prabu']
94,Tokoh-8,['ni dukun sakti']
94,Tokoh-9,"['anake luh ento', 'anake tua ento', 'anake luh', 'anak tua']"
94,Tokoh-10,['i punta jrudeh']
94,Tokoh-11,['i galuh daha']
94,Tokoh-12,"['jero dukun', 'jero']"
94,Tokoh-13,['parekanida']
94,Tokoh-14,['men bekung']
94,Tokoh-15,['prabunida']
94,Tokoh-16,['biangida']
94,Tokoh-17,"['balian', 'balia']"
94,Tokoh-18,['putra']
94,Tokoh-19,['i aji']
94,Tokoh-20,['bapa']
95,Tokoh-1,['sangiang narayana']
95,Tokoh-2,['sanghiang basuki']
95,Tokoh-3,"['sang ananta boga', 'sang']"
95,Tokoh-4,['sanghiang indra']
95,Tokoh-5,['para dewata']
95,Tokoh-6,['sang akupa']
95,Tokoh-7,['danawa']
95,Tokoh-8,['detia']
96,Tokoh-1,"['bapa pan angklung gadang', 'bapa angklung gadang', 'pan angklung gadang', 'angklung gadang', 'bapa']"
96,Tokoh-2,['pan angklung gadange']
96,Tokoh-3,['i angklung gadang']
96,Tokoh-4,"['ida anake agung', 'anake agung']"
96,Tokoh-5,['i wayan sebetan']
96,Tokoh-6,['ratu dewa agung']
96,Tokoh-7,"['krama banjare', 'krama banjar', 'krama']"
96,Tokoh-8,"['jero kelian', 'jero kalian', 'jero wayan', 'jero klian', 'jro klian', 'jero']"
96,Tokoh-9,['dagang nasi']
96,Tokoh-10,"['kurenannya', 'kurenan']"
96,Tokoh-11,['i lambang']
96,Tokoh-12,['i tampul']
96,Tokoh-13,['i sendi']
96,Tokoh-14,['cicing']
96,Tokoh-15,['i giur']
96,Tokoh-16,"['kuluke', 'kuluk']"
96,Tokoh-17,['memen']
97,Tokoh-1,['anak makita masakit basang']
97,Tokoh-2,"['kurenan pan balang tamake', 'pan balang tamake', 'pan balang tamak', 'kurenan']"
97,Tokoh-3,"['anake ne masakit basang', 'anake mesakit basang']"
97,Tokoh-4,['men balang tamak']
97,Tokoh-5,"['jero panyarikan', 'jero']"
97,Tokoh-6,"['panyarikan desa', 'desa']"
97,Tokoh-7,['anake agung']
97,Tokoh-8,['jero mangku']
97,Tokoh-9,['klihan desa']
97,Tokoh-10,"['pepek desa', 'pepek']"
97,Tokoh-11,['penyarikan']
97,Tokoh-12,['krama desa']
97,Tokoh-13,['jero desa']
97,Tokoh-14,['timpal']
98,Tokoh-1,"['anak makta lelipi matali', 'lelipi']"
98,Tokoh-2,"['naga ngredep janggar', 'naga']"
98,Tokoh-3,"['anake ngaba lelipi', 'anak ngaba lelipi']"
98,Tokoh-4,"['i bikul, i meong', 'i meong', 'meong']"
98,Tokoh-5,"['i kedis muwun', 'i kedis muun', 'kedis muwun']"
98,Tokoh-6,['timpal-timpal']
98,Tokoh-7,['men jempenit']
98,Tokoh-8,['pan jempenit']
98,Tokoh-9,['putun idewa']
98,Tokoh-10,['cucun kai']
98,Tokoh-11,['ane muani']
98,Tokoh-12,"['i dadeleg', 'i deleg', 'deleg']"
98,Tokoh-13,"['i cicing', 'cicing']"
98,Tokoh-14,['i meonge']
98,Tokoh-15,"['i bikul', 'bikul']"
98,Tokoh-16,['dagange']
98,Tokoh-17,['kurena']
98,Tokoh-18,['kedise']
98,Tokoh-19,['timpal']
98,Tokoh-20,['pande']
98,Tokoh-21,['jero']
98,Tokoh-22,['bapa']
98,Tokoh-23,['meme']
99,Tokoh-1,"['anake ngaba cicinge totonan', 'cicinge', 'cicing', 'anake']"
99,Tokoh-2,"['anak lakar ngematiang lipi', 'lipi']"
99,Tokoh-3,"['anake ngbe bikule ento', 'bikule ento', 'bikule', 'bikul']"
99,Tokoh-4,"['anak ngba cicing berag', 'cicing berag']"
99,Tokoh-5,"['pan polenge totonan', 'pan poleng']"
99,Tokoh-6,['cicing berag gati']
99,Tokoh-7,"['lipine ento, lipi', 'lipine entto', 'lipine to']"
99,Tokoh-8,['anak ngabe bikul']
99,Tokoh-9,"['anak ngbe meyong', 'meyong']"
99,Tokoh-10,"['i bikul, cicing']"
99,Tokoh-11,"['gadagan sarapa', 'gadagan', 'gadaga']"
99,Tokoh-12,['bikule totonan']
99,Tokoh-13,['lipine totonan']
99,Tokoh-14,"['meyong tiange', 'meyonge ento', 'meyonge']"
99,Tokoh-15,['anake totonan']
99,Tokoh-16,['timpal-timpal']
99,Tokoh-17,"['cicinge ento', 'cicinge to', 'cicicnge']"
99,Tokoh-18,"['bikul, pande', 'pande']"
99,Tokoh-19,['pandene ento']
99,Tokoh-20,['men poleng']
99,Tokoh-21,['anake ento']
99,Tokoh-22,['i gadagan']
99,Tokoh-23,"['i cicinge', 'i cicing']"
99,Tokoh-24,['i meyong']
99,Tokoh-25,"['kurenan', 'kurena']"
99,Tokoh-26,['i bikul']
99,Tokoh-27,['timpal']
99,Tokoh-28,['lelipi']
99,Tokoh-29,['kaki']
100,Tokoh-1,"['rabi mantri koripan', 'mantri koripan']"
100,Tokoh-2,['ida mantri koripan']
100,Tokoh-3,"['pan tuung kuning', 'men tuung kuning']"
100,Tokoh-4,"['biang ceninge', 'biang']"
100,Tokoh-5,"['cening galuh', 'cening']"
100,Tokoh-6,['bikule ento']
100,Tokoh-7,['raden galuh']
100,Tokoh-8,"['cening aji', 'aji']"
100,Tokoh-9,['rabin ida']
100,Tokoh-10,['okan ida']
100,Tokoh-11,['ajin ida']
100,Tokoh-12,"['i bikul', 'bikul']"
100,Tokoh-13,['i biang']
100,Tokoh-14,['biange']
100,Tokoh-15,['oka']
101,Tokoh-1,['anak makita matakon']
101,Tokoh-2,['jro kelihan desa']
101,Tokoh-3,['pan mangut']
101,Tokoh-4,['krama desa']
101,Tokoh-5,['liu anake']
102,Tokoh-1,"['sang pedanda baka', 'pedanda baka']"
102,Tokoh-2,"['makasami ulame', 'ulame', 'ulam']"
102,Tokoh-3,['i kedis cangak']
102,Tokoh-4,"['sang cangake', 'sang cangak']"
102,Tokoh-5,['padanda baka']
102,Tokoh-6,['para mendega']
102,Tokoh-7,['akeh ulame']
102,Tokoh-8,['para ulame']
102,Tokoh-9,['ulame sami']
102,Tokoh-10,['sang yuyu']
102,Tokoh-11,['i yuyu']
102,Tokoh-12,['bapa']
103,Tokoh-1,"['ida raden jajarpikatan', 'raden jajarpikatan']"
103,Tokoh-2,['raden bang paguyangan']
103,Tokoh-3,"['widiadari nilotama', 'widiadari']"
103,Tokoh-4,['prabu pajajaran']
103,Tokoh-5,['tukang tenung']
103,Tokoh-6,"['okan beli', 'beli']"
103,Tokoh-7,"['rabinida', 'rabi']"
103,Tokoh-8,['jero']
104,Tokoh-1,['sang prabu manu tuturan surya wangsa']
104,Tokoh-2,"['pramisuarin ida sang prabhu', 'ida sang prabhu', 'ida sang prabu', 'sang prabhu']"
104,Tokoh-3,['sang prabhu dasaratha']
104,Tokoh-4,['para bala wargin ida']
104,Tokoh-5,['dang hyang purohita']
104,Tokoh-6,['ida bhatara brahma']
104,Tokoh-7,['rabin sang prabhu']
104,Tokoh-8,['ida sang satrugna']
104,Tokoh-9,"['ida rsi srengga', 'ida rsi']"
104,Tokoh-10,['para rabin ida']
104,Tokoh-11,['para baudanda']
104,Tokoh-12,['lanang-lanang']
104,Tokoh-13,['baudandan ida']
104,Tokoh-14,"['sang laksmana', 'sang rama']"
104,Tokoh-15,['para panjake']
104,Tokoh-16,['sang bharata']
104,Tokoh-17,['istri-istri']
104,Tokoh-18,['para agung']
104,Tokoh-19,['panangkila']
104,Tokoh-20,"['para wiku', 'wiku']"
105,Tokoh-1,"['okan sang prabhu daha', 'prabhu']"
105,Tokoh-2,"['ida raden galuh daha', 'ida raden galuh', 'raden galuh', 'galuh daha']"
105,Tokoh-3,"['ida mantrin koripan', 'i mantrin koripan', 'i mantri koripan']"
105,Tokoh-4,['idane raden galuh']
105,Tokoh-5,['ratu raden galuh']
105,Tokoh-6,"['ida raden mantri', 'raden mantri']"
105,Tokoh-7,['ida sang prabhu']
105,Tokoh-8,"['ratu dewa agung', 'ratu dewa ayu', 'dewa ayu']"
105,Tokoh-9,"['i sampi wadake', 'i sampi wadak', 'sampi wadak', 'i sampi', 'sampi']"
105,Tokoh-10,"['i raden galuhe', 'i radem galuh', 'i raden galuh', 'i rade galuh', 'raden galuhe']"
105,Tokoh-11,"['ida prameswari', 'prameswari']"
105,Tokoh-12,['i raden mantri']
105,Tokoh-13,['i nanak galuh']
105,Tokoh-14,"['i galuh daha', 'i galuh']"
105,Tokoh-15,"['kedis-kedise', 'kedise', 'kedis']"
105,Tokoh-16,"['men lutunge', 'meme lutung', 'me lutung', 'lutung', 'meme']"
105,Tokoh-17,['anake agung']
105,Tokoh-18,['sang sampi']
105,Tokoh-19,['kaka patih']
105,Tokoh-20,['i dewa ayu']
105,Tokoh-21,"['i rangsasa', 'rangsasa']"
105,Tokoh-22,"['panyrowan', 'panyrowa']"
105,Tokoh-23,"['jro istri', 'jro']"
105,Tokoh-24,"['i ngemban', 'ngemban']"
105,Tokoh-25,"['i lutunge', 'i lutung']"
105,Tokoh-26,['jro sampi']
105,Tokoh-27,"['ratu aji', 'aji']"
105,Tokoh-28,['i nginte']
105,Tokoh-29,['i patih']
105,Tokoh-30,['pareka']
105,Tokoh-31,['bapa']
105,Tokoh-32,['oka']
106,Tokoh-1,"['ni nyonyah ingtai', 'nyonyah ingtai', 'nyonyah ingati', 'ni nyonyah']"
106,Tokoh-2,['i nyonyah ingtai']
106,Tokoh-3,['i babah sampik']
106,Tokoh-4,['ingtai nyonyah']
106,Tokoh-5,['i bandar macun']
106,Tokoh-6,['i congliwat']
106,Tokoh-7,['ni ingtai']
106,Tokoh-8,['i macun']
106,Tokoh-9,['biang']
106,Tokoh-10,['aji']
107,Tokoh-1,"['sang prabhu aji dharma wirosa', 'sang prabhu aji dharma', 'sang prabu aji dharma', 'sang prabhu', 'sang prabu']"
107,Tokoh-2,"['putran sang ananta boga', 'sang ananta boga']"
107,Tokoh-3,['ida pedanda siwa budha']
107,Tokoh-4,"['tanda mantrinida', 'tanda mantri', 'tandamantri']"
107,Tokoh-5,"['dewa sang prabhu', 'ida sang prabhu', 'ida sang prabu']"
107,Tokoh-6,"['i kambing muani', 'i kambing luh', 'kambing', 'muani', 'luh']"
107,Tokoh-7,['sang aji dharma']
107,Tokoh-8,"['bli aji dharma', 'bli']"
107,Tokoh-9,"['sang naga gini', 'naga gini']"
107,Tokoh-10,"['ida ula deles', 'ula deles']"
107,Tokoh-11,"['i cekcek luh', 'cekcek luh', 'cekcek']"
107,Tokoh-12,['sang isteri']
107,Tokoh-13,['para buron']
107,Tokoh-14,['prameswari']
107,Tokoh-15,"['panjakida', 'panjake']"
107,Tokoh-16,['para isti']
107,Tokoh-17,['baudanda']
107,Tokoh-18,['cekceke']
107,Tokoh-19,['kurena']
107,Tokoh-20,['pareka']
107,Tokoh-21,['i dewa']
107,Tokoh-22,"['rabin', 'rabi']"
107,Tokoh-23,['beli']
107,Tokoh-24,['adi']
108,Tokoh-1,"['ida sang pandita bekung', 'sang pandita', 'pandita']"
108,Tokoh-2,['makakalih sang pandita']
108,Tokoh-3,['para krama ring majeti']
108,Tokoh-4,['panjak medang kemulan']
108,Tokoh-5,"['dewata nawa cengkar', 'dewata cengkar']"
108,Tokoh-6,"['parekane makakalih', 'parekan makakalih', 'parekane makaklih', 'parekan', 'pareka']"
108,Tokoh-7,['makakalih pareka']
108,Tokoh-8,"['ratu sang prabu', 'sang prabu']"
108,Tokoh-9,['sang nata ratu']
108,Tokoh-10,['dewate cengkar']
108,Tokoh-11,"['sang aji saka', 'aji saka']"
108,Tokoh-12,['kalih pandita']
108,Tokoh-13,"['bapa sambada', 'bapa']"
108,Tokoh-14,['kaula-kaula']
108,Tokoh-15,['ida bekung']
108,Tokoh-16,"['bapa dora', 'dora']"
108,Tokoh-17,['i sambada']
108,Tokoh-18,"['i panjak', 'panjake', 'ipanjak']"
108,Tokoh-19,['i dora']
108,Tokoh-20,['ikrama']
109,Tokoh-1,"['para krama desa ekacakra', 'krama desa']"
109,Tokoh-2,['okanne ane maraha isteri']
109,Tokoh-3,"['karma desa ekacakra', 'karma desa ekacraka']"
109,Tokoh-4,['panjake di ekacakra']
109,Tokoh-5,['ida brahmana lanang']
109,Tokoh-6,['putrane sane lanang']
109,Tokoh-7,['ida brahmana istri']
109,Tokoh-8,"['ida sang brahmana', 'ida sang bima', 'sang bima']"
109,Tokoh-9,['sang panca padawa']
109,Tokoh-10,['sang darma wangsa']
109,Tokoh-11,['cening sang bima']
109,Tokoh-12,"['ida sang pandita', 'sang pandita']"
109,Tokoh-13,['pianak titiange']
109,Tokoh-14,"['ida dewi kunti', 'dewi kunti']"
109,Tokoh-15,"['i raksasa baka', 'i raksasabaka', 'raksasa baka', 'i raksasa', 'raksasa']"
109,Tokoh-16,['sang sahadewa']
109,Tokoh-17,"['ratu pedanda', 'pedanda', 'ratu']"
109,Tokoh-18,"['i detya baka', 'i detyabaka']"
109,Tokoh-19,"['sang nakula', 'sang arjuna']"
