storyID,characterID,AliasCharacters,sentenceID
41,Tokoh-1,"I Congeh, Congeh","4, 5, 6, 14, 17, 26, 28, 31, 33, 35, 36"
41,Tokoh-2,"kurenan I Congeh, kurenanne","34, 35"
41,Tokoh-3,pianak ipune,17
41,Tokoh-4,somah ipune,24
41,Tokoh-5,"Ulame sane ageng punika, ulame punika, Ulame punika, ulam mewarna selem","18, 26, 27"
42,Tokoh-1,"Ni Luh Arum, Ni Luh Arume, Luh Arume, Luh Arum, Luh, Luh arum","4, 8, 11, 13, 22, 25, 26, 28, 30, 37, 38, 39, 55, 56, 60, 65, 67, 68, 70, 74, 77, 79, 80, 81, 82, 84, 88, 99, 118, 131, 132, 135, 139, 146, 147, 148, 151"
42,Tokoh-2,"bapan Luh Arum, bapa, bapane, bapanne, Bapan Luh Arum, Bapan Luh Arume, pa, Bapa","9, 10, 11, 13, 14, 20, 25, 27, 31, 32, 36, 37, 40, 48, 54, 57, 58, 74, 88, 90, 92, 93, 94, 96, 135, 136, 139, 140, 143, 145, 151"
42,Tokoh-3,"I Donglen, Gede Donglen","15, 17, 19, 24, 28, 30, 32, 35, 37, 39, 40, 42, 45, 47, 50, 53, 65, 67, 68, 71, 72, 75, 77, 78, 80, 81, 88, 99, 102, 104, 108, 117, 122, 129, 130, 134, 135, 136, 140, 141, 144, 150, 151, 152"
42,Tokoh-4,"beline, Beli, beli","22, 25, 29, 55, 63, 131"
42,Tokoh-5,"I juru pikat, I Juru pikat","45, 50, 52, 64, 66, 69, 70, 71"
42,Tokoh-6,"kedis curik lue muani, I Curik ane muani, curike ane luane, curike ane muani, jrone kedis curik, jrone, kedise, I kedis curik","105, 107, 110, 118, 121, 152"
43,Tokoh-1,"I Rajapala, Irajapala","1, 4, 5, 6, 7"
43,Tokoh-2,ken Sulasih,1
43,Tokoh-3,"I Durma, I durma, Cening Durma, cening Durma, cening","2, 3, 7, 8, 9, 10, 11, 12, 14, 15, 18, 21, 24, 25, 26, 27, 30, 31, 32, 33"
43,Tokoh-4,"memene, meme","3, 8"
43,Tokoh-5,"pianakne, pianak bapa","6, 7"
43,Tokoh-6,"bapa, Bapane, bapane","9, 12, 24"
43,Tokoh-7,"Jero Dukuh, jero Dukuh","26, 28"
43,Tokoh-8,anake agung,30
43,Tokoh-9,Para punggawa,31
43,Tokoh-10,tandamantri,31
44,Tokoh-1,"i empas luh muani, I Empas ajaka dadua luh muani, empas ajak dadua, I Empas ajaka dadua, I Empas makadadua, empase ajak dadua","1, 28, 31, 37, 40, 43, 55, 58, 59"
44,Tokoh-2,"Beli, Beli Empas, Beline","2, 4, 6, 11, 16, 22, 25, 26, 28, 30, 31, 37, 39, 41, 59, 63"
44,Tokoh-3,"empase ane lua, empas lua, Empas Lua, i empas lua, I Empas lua, Luh, empase luh","2, 3, 7, 8, 12, 21, 23, 26, 32, 36"
44,Tokoh-4,"empase muani, I Empas muani, i empas muani","16, 49, 50"
44,Tokoh-5,"i angsa luh muani, angsa mabulu putih luh muani, angsa ajak dadua","9, 13, 27"
44,Tokoh-6,"angsa muani, I Angsa muani","19, 29"
44,Tokoh-7,"Embok Angsa, Embok","22, 28, 31, 37, 39, 41"
44,Tokoh-8,I Angsa Lua,60
44,Tokoh-9,I Dakep,"44, 45"
44,Tokoh-10,"Ni Dangal, Dangal","44, 45, 46"
44,Tokoh-11,"empas, Empas, I Empas, empase","13, 16, 19, 27, 45, 57"
44,Tokoh-12,"i angsa, angsa, Angsa","16, 18, 47"
44,Tokoh-13,"kuluk medem ajaka dadua, kuluk luh muani, kuluke muani","44, 48, 58"
44,Tokoh-14,"Bapane, Pa",45
44,Tokoh-15,I Kuluk,57
45,Tokoh-1,I Durbudi,2
45,Tokoh-2,Ni Kacapa,2
45,Tokoh-3,Ni Cenkrenggi,6
45,Tokoh-4,I Cengkrengga,6
45,Tokoh-5,"I angsa, I angse, angsane punika, Beli Angsa, angsa, I Angsa","7, 10, 11, 20, 26, 31, 32, 40, 41, 43, 49"
45,Tokoh-6,"I empas, i empas, empas","4, 5, 7, 11, 25, 26, 31, 32, 37, 40, 41, 42, 44, 47, 48"
45,Tokoh-7,"Ratu, I Ratune, I Ratu","20, 21, 22, 23, 24"
45,Tokoh-8,I Angsang,"34, 41, 47"
45,Tokoh-9,Ni Angsing,"34, 38, 47"
45,Tokoh-10,I Asu,44
45,Tokoh-11,"empas kekalih lua muani, I empas makakalih","1, 12, 46"
45,Tokoh-12,"angsa akeh ipun kekalih luh muani, I angsa lua muani, I angsa lua muani makakalih","5, 48"
45,Tokoh-13,asu kakalih lua muani,33
46,Tokoh-1,"I Wayan Tigaron, I Tigaron","1, 13, 14, 21, 33, 37"
46,Tokoh-2,"I Gede Basur, I Basur","3, 17, 18, 20, 32, 34, 38, 40, 48"
46,Tokoh-3,"I Nyoman Karang, I Nyoman Karange, Nyoman Karang, Nyoman","7, 10, 20, 24, 27, 30, 31, 39"
46,Tokoh-4,"Ni Sukesti, I Sukasti, Ni Sukasti","5, 6, 14, 17, 21, 29, 30, 31, 32, 34, 39, 46"
46,Tokoh-5,I Rijasa,5
46,Tokoh-6,Ni Rempag,"9, 11"
46,Tokoh-7,Ni Subandar,12
46,Tokoh-8,Ni Garu,"12, 14, 35, 48"
46,Tokoh-9,"I Made Tanu, I Tanu","15, 16, 25, 28, 29, 31"
46,Tokoh-10,"I Wayan Tirta, I Tirta, Wayan Tirta, beli Wayan Tirta","16, 26, 28, 29, 30, 31, 34"
46,Tokoh-11,I Pondal,18
46,Tokoh-12,"Beli Gede, Beli, beli","20, 21, 22, 23, 24, 28"
46,Tokoh-13,bapa Made,29
46,Tokoh-14,"Cening, cening","34, 35"
47,Tokoh-1,"jaran, I Jaran, Jaran","1, 3, 10, 11, 15, 20, 24, 25, 27, 28"
47,Tokoh-2,"pianakne dadua lua muani, panak Nyaine buka dadua","1, 11"
47,Tokoh-3,"pianakne, panakne, panak jarane, panak Jarane, panak I Jarane, pianake, panak Nyaine, pianak kaine, panak wakene","2, 3, 5, 7, 9, 13, 14, 16, 17, 19, 20, 28"
47,Tokoh-4,inan jarane,"7, 8"
47,Tokoh-5,"I Macam, I Macan, Macan","4, 6, 8, 10, 15, 20, 24, 26, 28"
48,Tokoh-1,"Kasiapa Kepuh, Kasiape Kepuh, I Kasiape Kepuh, punyan Kasiape Kepuh","1, 3, 4, 5, 7, 11, 13, 15, 18, 19, 21, 29, 30, 31, 34, 47"
48,Tokoh-2,"kedis Goak luh muani, goak, Goak, I Goak, I Paksi Gagak, Goaknyane","2, 5, 6, 7, 8, 13, 16, 18, 19, 20, 21, 25, 27, 31, 34"
48,Tokoh-3,"I Lelipi, lelipi","18, 20, 22, 27, 28, 29, 38"
48,Tokoh-4,"Ida Sang Prabu Mangsalia, Sang Prabu Mangsalia, Dewa Sang Prabu, I Dewa, sang prabu","33, 36, 37, 38, 41, 45"
48,Tokoh-5,"Ida Pedanda, Ratu Peranda","36, 37"
48,Tokoh-6,"I naga Taksaka, I Naga taksaka, I Naga Taksaka, Naga","31, 37, 38, 43, 44, 47"
48,Tokoh-7,"pepatih idane, panjak idewane, panjak-panjak idane, Panjake sami, panjak-panjak idane, panjak-panjak","33, 38, 41, 43, 46, 47"
48,Tokoh-8,"I Rare Angon, I Rare angon","5, 6, 10"
49,Tokoh-1,"I Kecut, I kecut, Kecut","1, 3, 5, 6, 7, 8, 9, 13, 17, 19, 22, 32, 34, 38, 41, 42, 43, 45, 46, 48, 49, 50, 56, 58, 60, 63"
49,Tokoh-2,"Dadong Getget, dadong, Dadong, I Dadong, I Dadong Getget","4, 5, 6, 8, 9, 10, 11, 12, 15, 21, 22, 29, 30, 31, 35, 38, 39, 41, 42, 43, 44, 46, 47, 48, 49, 50, 56, 57, 58, 60, 61, 62, 65"
49,Tokoh-3,timpalne,"14, 20"
49,Tokoh-4,"I meme, meme, memene, memen icange","21, 22, 28, 29, 51, 52, 54"
49,Tokoh-5,"bapa, bapanne","21, 33, 42, 43, 51, 52, 54"
49,Tokoh-6,I reraman ipun,22
49,Tokoh-7,Batara Sri,"61, 65"
50,Tokoh-1,"kedis gelatik, i kedis gelatik",1
50,Tokoh-2,meme bape i kedis gelatik,2
50,Tokoh-3,"Bapa Gelatik, i Bapa Gelatik, Bapa, bape","3, 4, 5, 6, 8, 11, 13, 14"
50,Tokoh-4,"panak panak ne, panakne, panak panakne ento, panak-pamak gelatik, panak-panak cange","2, 4, 5, 10"
50,Tokoh-5,"i singa, I singa, singa","7, 9, 10"
50,Tokoh-6,"raksasa gede tur jele, raksasane ento","4, 14"
50,Tokoh-7,cening,"4, 6, 14"
51,Tokoh-1,"I Keker, Keker, I keker","1, 2, 3, 4, 8, 9, 10, 11, 12, 16, 17, 22, 23, 24, 27, 28, 30, 31, 33, 34, 35, 38, 39, 41, 45, 49, 50, 51, 53, 54, 56, 58, 59, 60, 63, 64, 65, 67, 68"
51,Tokoh-2,"I Lutung, Lutung, I Liutung","2, 4, 10, 12, 15, 16, 17, 18, 23, 25, 27, 28, 30, 31, 33, 35, 38, 39, 48, 50, 52, 54, 57, 59, 60, 61, 63, 67, 68, 69"
52,Tokoh-1,"sang prabu, Ida sang prabu, Ida Sang Prabu, Ratu Sang Prabu","1, 4, 11, 16, 20, 21"
52,Tokoh-2,"I Blanguyang, asu Blanguyang, I Blangyang","2, 7, 9, 14, 16, 17, 20, 21, 26"
52,Tokoh-3,"burone, buron","4, 5, 6, 7, 10"
52,Tokoh-4,"I Samong, I Samonge","6, 8, 11, 12, 24, 26"
52,Tokoh-5,"Kelesih, I Kelesih","11, 12, 14, 15, 17, 19, 23, 24, 25, 26"
52,Tokoh-6,"asune ento, Asune ento, asune","3, 4"
53,Tokoh-1,"punyan kepuh gede tur tegeh, I Kepuh, Kepuh","1, 2, 4, 6, 10, 15, 25, 26, 28, 29, 34, 35, 40, 44, 45, 48, 52, 75"
53,Tokoh-2,"kedis goak, I Goak, Goak, I Goal","3, 4, 10, 15, 18, 20, 29, 32, 38, 46, 47"
53,Tokoh-3,"i pangangon, I pangangon, pangangon","12, 17, 25"
53,Tokoh-4,"I Lelipi Raja, I Lelipi","33, 35, 41, 43, 46, 53, 62, 70, 74"
53,Tokoh-5,"Krama desa Mandara Giri, krama desane, para krama desane","55, 59, 64, 65, 66"
53,Tokoh-6,"Dane Bendesa Mandara Giri, Bendesa Mandara Giri","59, 64"
53,Tokoh-7,Para pacalang,60
54,Tokoh-1,I Kerug,"1, 4, 8, 10, 12, 14, 15, 17, 18, 22, 23, 25, 26, 28, 29, 32, 34, 38, 43, 51, 53, 59, 61, 62, 65"
54,Tokoh-2,kelihan desa,"16, 17"
54,Tokoh-3,"anak muani pisagane I Kerug, pisagane, Pisagane I Kerug, pisagane I Kerug","14, 58, 60, 61, 63"
55,Tokoh-1,"beburonan, beburon ane lenan, beburon, beburon ane liwat, liu burone, buron, Makejang burone, burone, para wadua burone, sarwa burone","1, 5, 7, 8, 23, 24, 26, 32, 58, 82"
55,Tokoh-2,"I Macang Poleng, I Macan","25, 31, 34, 41, 66, 72, 76, 77, 78, 79, 80"
55,Tokoh-3,"panak celeng, kucit, kucit liu, kucit ane paling mokoha, kucit ane lenan, Kucite, I Kucit","13, 16, 17, 20, 21, 22, 33"
55,Tokoh-4,"I Bojog, bojog, Bojog, bojog cekah, I Bojog Ireng","26, 27, 30, 31, 40, 41, 44, 45, 48"
55,Tokoh-5,"I Kidang, Kidang","27, 29, 31, 49, 53, 54, 60, 61, 62, 63, 68, 70, 71, 73, 76, 80, 81, 82"
55,Tokoh-6,I Kebo,27
55,Tokoh-7,I Rase,51
55,Tokoh-8,"Angsa ajak dadua, I Angsa","54, 56"
55,Tokoh-9,"macan lenan, macan ane lenan, Macane ento, macanne ento","62, 64, 65, 67, 68, 76"
56,Tokoh-1,I Lacur,"1, 8, 9, 13, 14, 16, 23, 24, 25, 27, 29, 31, 32, 35, 36"
56,Tokoh-2,"timpal-timpalne, timpal I Lacure","8, 9"
56,Tokoh-3,I Klaleng,"9, 10, 11, 13, 14, 15"
56,Tokoh-4,"Ki Dukuh Sakti, I Kaki Dukuh, Ki Dukuh, Jero Dukuh","21, 22, 25, 26, 28, 31"
56,Tokoh-5,"Ida Raden Galuh Daha, Ida Raden Galuh","30, 31, 33"
57,Tokoh-1,"I Langgana, langgana, Langgana, I Langganane","1, 4, 6, 9, 14, 16, 22, 28, 32, 34, 36, 37, 40, 45, 46, 47, 48, 52"
57,Tokoh-2,Pan Cening,"6, 27, 28, 31, 33, 34, 36, 40, 43, 45, 46"
57,Tokoh-3,"Ida Dukuh, I Kaki Dukuh","17, 25, 29"
57,Tokoh-4,"Cening Sang Langgana, Cening, cening","18, 19"
58,Tokoh-1,I Lara,"1, 2, 7, 8"
59,Tokoh-1,"Ida Betara Indra, Betara Indra, Betara indra","2, 4, 9, 14, 24"
59,Tokoh-2,"beburone, buron, baburone, para burone","2, 3, 9, 14, 15, 23"
59,Tokoh-3,I Gajah,11
59,Tokoh-4,I Macan,11
59,Tokoh-5,I kebo,11
59,Tokoh-6,"I Lelipi, Lipi, I lelipi","12, 20, 22, 23, 24"
59,Tokoh-7,lipan,12
59,Tokoh-8,celedu,12
59,Tokoh-10,"I Lasan, I lelasan, I lasan, i lasan, lelasane","16, 17, 21, 25, 26, 27, 28, 29"
59,Tokoh-11,"jeleme, jelema, jelemane, jelema ento, jelemane ento","5, 7, 18, 19, 20, 23, 27, 28"
59,Tokoh-12,"buron ajak mekejang, makejang burone, burone ane gede-gede makejang, burone gede ento","5, 10, 11, 13, 23"
60,Tokoh-1,"I Sangmong, Ida Sang Prabu, Sang Prabu I Sangmong, Sang Ratu Prabu","1, 2, 25, 32, 34, 35, 37, 41, 45, 46, 47, 48"
60,Tokoh-2,"I Lutung, Jero Lutung","2, 3, 5, 6, 8, 9, 12, 15, 17, 19, 24"
60,Tokoh-3,"I Tumisi, Tumisi","3, 4, 6, 8"
60,Tokoh-4,"I Capung Bangkok, Capung Bangkok","3, 6, 8, 9, 13"
60,Tokoh-5,"I Blatuk, Kedis Blatuk","3, 9, 12, 13, 14, 17, 18"
60,Tokoh-6,"I Kunang-kunang, Kunang-kunang","3, 15, 18, 19, 22"
60,Tokoh-7,"I Beduda, Beduda","3, 20, 22, 23, 28"
60,Tokoh-8,"I Sampi, Sampi","3, 27, 29, 30, 31, 32, 34, 37, 38, 41, 43, 49, 50"
60,Tokoh-9,"I Lelasan, Lelasan","33, 34, 35, 41, 42, 43, 45, 46, 48, 50, 51"
60,Tokoh-10,"I Lelipi, Lelipi",51
61,Tokoh-1,"I Karitaka, Sang Karitaka","3, 4, 14, 15, 22, 29"
61,Tokoh-2,"I Lelipi Gadang, Lelipi Gadang, lelipi gadang gede, I Lelipi","7, 11, 12, 14, 15, 18, 21, 23, 29, 35, 36, 37, 39, 44, 45, 47, 49, 51, 53"
61,Tokoh-3,"katak, katake, I Katak","1, 6, 8, 9, 24, 25, 26, 30, 34, 36, 38, 39, 40, 41, 43, 44, 46, 47, 48, 49, 50"
61,Tokoh-4,"Lelipine ento, lelipi, lelipine ento","8, 15"
61,Tokoh-5,katake makejang,2
61,Tokoh-6,Katake ane cenik-cenik,5
61,Tokoh-7,"retunne, ratunne, ratun katak, ratun katake, Ratun Katake, I Ratun Katak","6, 10, 11, 28, 29, 31, 32, 39, 42, 43, 46"
61,Tokoh-8,"ane ngelahang carike, anake ane ngelahang carike","51, 52"
62,Tokoh-1,"Sang Winata, Sang Winatane, sang Winata","2, 3, 6, 26"
62,Tokoh-2,"Sang Kadru, Sang Kadrune","2, 3, 7"
62,Tokoh-3,"Sang Garuda, Garuda, Dewa Sang Garuda","9, 10, 13, 15, 16, 18, 19, 20, 21, 23, 24, 26"
62,Tokoh-4,Sang Hyang Brahma,15
62,Tokoh-5,Sang Hyang Siwa,15
62,Tokoh-6,"Ida Batara Wisnu, Batara Wisnu, Ida batara Wisnu, Batara","16, 17, 19, 20, 21, 23, 28"
62,Tokoh-7,"meme, Meme, memene, memenne, memen Caine, memen tiange","4, 5, 7, 8, 9, 10, 22"
63,Tokoh-1,"I Lengar, Lengar, I Lengar paing keliha, I Lengar paling keliha, Ane paling keliha","2, 4, 8, 10, 11, 13, 18, 21, 23, 25, 26, 27"
63,Tokoh-2,"I Mandalane, I Mandala","9, 10, 20, 21, 33, 37, 38, 46, 49, 53"
63,Tokoh-3,Ni Luh Layang,"7, 8, 16, 36, 42, 45, 58"
63,Tokoh-4,I Widara,"35, 37, 43, 46, 47, 48, 51, 52, 53, 54, 55, 56, 57, 59"
63,Tokoh-5,"pianak I Mandalane, pianakne, pianak icange","7, 11, 13, 16"
63,Tokoh-6,"adin-adinne, Adi-adinne, adinne","22, 24, 30, 32"
64,Tokoh-1,"I Lutung, Lutung, Tung, I utung","2, 7, 9, 13, 22, 24, 26, 29, 30, 31, 33, 34, 37, 39, 43, 45, 48, 50, 51, 54, 58, 60, 67, 68, 73, 74, 76, 77"
64,Tokoh-2,"I Kekua, Kekua","4, 8, 13, 18, 21, 25, 29, 31, 33, 37, 40, 43, 46, 47, 49, 50, 51, 52, 60, 61, 74, 76"
65,Tokoh-1,"I Lutung, Lutung, I Lutunge","1, 2, 4, 5, 7, 15, 17, 19, 23, 24, 27, 30, 31, 32, 34, 36, 38, 39"
65,Tokoh-2,"I Kakua, I Kakuane, Kakuane, kakuane","1, 2, 6, 7, 9, 10, 12, 15, 16, 22, 23, 24, 25, 26, 29, 32, 34"
65,Tokoh-3,"Pekak Dukuh, I Pekak Dukuh, I Dukuh","4, 8, 9, 11, 14, 15, 18, 30, 37"
65,Tokoh-4,"Luh Kancrung, Luh, Luh Kancerung","11, 18, 25, 26, 28"
65,Tokoh-5,"Pekak, pekak","29, 35"
65,Tokoh-6,"cucunne, cucunne Pekak Dukuh","13, 17, 19"
66,Tokoh-1,I Menceng,"1, 2, 4, 6, 8, 9, 11, 13, 14, 15, 17, 18, 21, 23, 24, 41, 42"
66,Tokoh-2,"I Polos, Polos","1, 2, 3, 5, 6, 12, 14, 15, 18, 19, 20, 22, 25, 27, 29, 30, 38, 39, 40"
66,Tokoh-3,"Bli Menceng, bli, bline","24, 25, 30, 31, 33, 36, 37"
67,Tokoh-1,"sampi, i sampi, I Sampi","2, 3, 6, 7, 9, 14, 19, 21, 23, 24, 26, 28, 31, 41, 42, 44, 45, 46, 49, 50, 51, 55"
67,Tokoh-2,"kambing, I Kambing, I kambing","2, 9, 25, 34, 36"
67,Tokoh-3,memeri,2
67,Tokoh-4,kedis,2
67,Tokoh-5,"I Kedis Perit, Prit, I Perit","8, 25, 38, 39"
67,Tokoh-6,I Kedis Curik,"8, 25"
67,Tokoh-7,"I Kedis Goak, I Goak, Goak","10, 16, 19, 21, 22, 24, 43, 44, 48, 49, 50, 52, 54, 57, 62, 63, 66"
67,Tokoh-8,"Baburon, baburon, beburone, baburone, Baburon lenan","1, 3, 26, 28, 47"
67,Tokoh-9,baburon maawak gede tur situh ento,4
67,Tokoh-10,baburon cenikan,7
68,Tokoh-1,"I Sangging Lobangkara, Sangging Lobangkara","1, 2, 3, 10, 14, 18, 21, 27, 28, 31"
68,Tokoh-2,Bhatara klungkung,2
68,Tokoh-3,"Ida Batara, Ratu Bhatara","7, 21, 27"
69,Tokoh-1,"I Kancil, Kancil","1, 4, 5, 9, 10, 12, 14, 15, 16, 19, 21, 22, 25, 26, 28, 29, 30, 32, 33, 34"
69,Tokoh-2,"I Siput, I Siputane, Siput","6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 19, 21, 22, 26, 30, 31, 33, 34"
69,Tokoh-3,timpal-timpalne,"8, 12, 17"
69,Tokoh-4,siput-siput uling alase,18
69,Tokoh-5,Siput ane malunan,20
69,Tokoh-6,"sipute liu pesan, sipute liu, siput-sipute","19, 24, 25"
70,Tokoh-1,"tuma, I Tuma","1, 4, 11, 22, 29, 31"
70,Tokoh-2,"ida anake agung, Ida anake agung","20, 22, 24, 25"
70,Tokoh-3,"I Titih, Titih, Tittih, I Titih lua muani","3, 5, 11, 17, 19, 21, 22, 24, 26, 28, 31"
70,Tokoh-4,"jero gede, jerone","5, 6, 8"
70,Tokoh-5,sisian jerone,9
70,Tokoh-6,sisian I Tuma,19
70,Tokoh-7,"parekanne, Parekanne","26, 27"
71,Tokoh-1,I Pudak,"1, 9, 10, 13, 14, 40, 51, 53, 54, 55"
71,Tokoh-2,"kurenane, Kurenane","5, 6, 10, 12, 14, 42, 44, 45"
71,Tokoh-3,Ni Tuwung Kuning,"23, 39, 46, 48, 49, 50"
71,Tokoh-4,dedarine,49
71,Tokoh-5,Wayan,10
71,Tokoh-6,dadongne,25
71,Tokoh-7,"meme, Meme, memene, memen anake cerik ento, memen anake cerik","15, 19, 20, 26, 28, 31, 32, 33, 35"
71,Tokoh-8,I cening,"28, 30, 31, 32"
71,Tokoh-9,"bapane, bapanne","29, 32, 36"
71,Tokoh-10,anake cerik,"24, 27, 33, 35"
72,Tokoh-1,"I Ubuh, U-buh, Ubuh","3, 4, 6, 8, 10, 26, 29, 37, 43, 45, 51, 60, 61, 62, 64, 69, 88, 89, 90, 93, 95, 98"
72,Tokoh-2,"pekakne, Pekakne, pekak","4, 7, 9, 19, 25, 28, 29, 65"
72,Tokoh-3,"I Gede Urub, Gede Urub","54, 63, 91"
72,Tokoh-4,Sang Prabu,73
72,Tokoh-5,"Anake agung, anake agung ento","80, 83, 87, 90, 96"
72,Tokoh-6,"I Tonya, tonyane ento, tonya","38, 43, 49, 66"
73,Tokoh-1,I Wingsata,"1, 6, 16, 20, 22, 50, 54, 56, 60, 64, 66, 68, 71, 72"
73,Tokoh-2,"I Sigara, I Segara, Sigara","1, 5, 7, 8, 9, 16, 19, 27, 28, 29, 31, 40, 51, 53, 54, 57, 58, 61, 65, 76, 77"
73,Tokoh-3,"I Kaki Buyut, Ki Buyut","32, 39, 53"
73,Tokoh-4,"anake lingsir ento, anak tua matengkuluk, jero anak lingsir, anake lingsir, Jero anak lingsir, Jerone","27, 28, 29, 32"
73,Tokoh-5,"Bapa, bapa","32, 33, 36"
73,Tokoh-6,Cening,"29, 32, 33, 36"
74,Tokoh-1,"I Jayaprana, Jayaprana, I Jayaprna, I jayaprana, Jayaprane","3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 18, 19, 22, 25, 26, 29, 30, 33, 35, 36, 37, 38, 39, 41, 42, 43, 44, 47, 48, 55"
74,Tokoh-2,"Ni Layonsari, Layonsari, layonsari","13, 14, 20, 22, 25, 26, 31, 35, 41, 53, 54, 55"
74,Tokoh-3,"Ida Anake Agung, anake agung, Ida anake Agung, Ida Anake agung, Ida anake agung","5, 8, 10, 16, 21, 22, 23, 24, 26, 27, 28, 29, 30, 33, 35, 48"
74,Tokoh-4,"Jero Bendesa, Jero bendesa","17, 18, 19, 20, 22"
74,Tokoh-5,I Saunggaling,"34, 47, 48"
74,Tokoh-6,"prabekel sami, prabekel sareng sinamian, prebekel","24, 30, 33, 39, 52"
75,Tokoh-1,"gurun pagep, dane Gurun Pagep, Dane gurun pagep, dane gurun pagep","1, 5, 10, 11, 12, 13, 16, 17, 20, 21, 22"
75,Tokoh-2,"rare ngeling, rare ne ngeling punika, rarene punika, rare punika, Rarene punika","7, 8, 9, 11, 12, 19, 20, 21, 24"
75,Tokoh-3,"leyak ajak kakalih, leyak punika, Leyake punika","10, 11, 12"
75,Tokoh-4,"ni penek, Ni Penek, ni penak, penak","14, 16, 18, 21, 23"
75,Tokoh-5,"pianak ipun, pianake, pianaknyaine","18, 19, 21, 26"
75,Tokoh-6,brayan ipun ni penak,24
76,Tokoh-1,"Prabu Suliawana, Sang Prabu Suliawana, Ida Sang Prabu, Gusti Prabu","1, 7, 43, 44, 45, 46, 47, 48, 52, 53, 55"
76,Tokoh-2,"kedis Geruda, Geruda, I Geruda, kedis Gerudane, Kedis Geruda, Kedise ento","1, 2, 4, 6, 8, 12, 14, 17, 18, 21, 23, 26, 29, 33, 36, 37, 44, 48, 49, 50, 51, 53"
76,Tokoh-3,Juru borose,5
76,Tokoh-4,"Gusti Patih, pepatih, patih idane","7, 9, 47"
76,Tokoh-5,"I Bikul, bikul, Bikule, bikule, Kul","13, 16, 18, 20, 21, 22, 24, 26, 27, 30, 32, 34, 35, 36, 37, 39, 43, 45, 52, 53, 54, 55"
76,Tokoh-6,"juru carik, juru carik purine","9, 13"
76,Tokoh-7,kramane,"4, 10"
76,Tokoh-8,"panyatusan bikul, para bikule","33, 42"
76,Tokoh-9,timpal-timpalne,32
76,Tokoh-10,"panjak-panjak idane, Panjak Puri Kertha Bumine, Panjak-panjak Puri Kertha Bumi, panjak-panjak Puri Kertha Bumi, panjak idane","1, 44, 47, 50, 51, 52"
77,Tokoh-1,Ni Mesaba,"1, 5, 12, 13, 15, 19, 35"
77,Tokoh-2,Ni Wingsali,"1, 3, 5, 6, 7, 13"
77,Tokoh-3,"I Macan, macan","12, 13, 14, 15, 20, 23, 28, 32, 36, 40, 44, 45, 46"
77,Tokoh-4,"I Bojog, Bojog","21, 22, 30, 35, 41, 43, 45"
77,Tokoh-5,"memene, Meme, meme","7, 8, 9, 10, 11"
77,Tokoh-6,"Beli, beli","22, 23, 28, 30"
78,Tokoh-1,"Gajah ageng, I Gajah","1, 7, 17"
78,Tokoh-2,"I Siung, Siung","20, 22"
78,Tokoh-3,"I Paksi Siung luh, Siunge luh, luhnyane","4, 14, 18"
78,Tokoh-4,"beline, beli, Beli","5, 7, 8, 9, 23, 25"
78,Tokoh-5,meme,"15, 17"
78,Tokoh-6,Belibis Buyang kalih,19
78,Tokoh-7,"paksi Gowak Gadagan, I Gowak","19, 22"
78,Tokoh-8,paksi Belatuk,19
79,Tokoh-1,"I Kidang, I Kidange, kidang, Kidang","1, 2, 3, 4, 5, 9, 11, 12, 13, 19, 20, 22, 25, 26, 28, 30, 31, 33, 34, 35, 38"
79,Tokoh-2,"I Cekcek, cekcek, Cekcek","1, 3, 5, 9, 11, 12, 14, 17, 18, 21, 25, 26, 27, 28, 30, 31, 34, 35, 37, 38"
79,Tokoh-3,"timpale, timpalne makejang, timpalne, timpal-timpalne","2, 16, 17, 18"
79,Tokoh-4,beli,"19, 20, 21, 23"
80,Tokoh-1,"I Singa, prabu Singa, I singane, I Sing, Singa","1, 29, 30, 31, 32, 34, 35, 36, 38, 39, 40, 41, 42, 43"
80,Tokoh-2,"I lutung, I Lutung","2, 3, 4, 6, 9, 11, 13, 14, 15, 19, 20, 24, 26, 27, 28, 30, 31, 32, 34, 35, 43"
80,Tokoh-3,"I Blatuk, Blatuk","5, 6, 7"
80,Tokoh-4,I kekawa,7
80,Tokoh-5,"I tumisi, Tumisi, I Tumisi","9, 10"
80,Tokoh-6,"i kunang-kunang, I kunang-kunang, I Kunang-kunang","10, 11, 12, 13, 15, 16"
80,Tokoh-7,"I Beduda, beduda","17, 19, 21, 22"
80,Tokoh-8,"I Lembune, I Lembu, lembu, Lembu","24, 26, 27, 28, 31, 32, 33, 34, 35"
80,Tokoh-9,"I Lelasan, Lelasan","33, 34, 35, 36, 38, 40"
80,Tokoh-10,"jero pecalang, jerone, jero pecalang","7, 8, 10, 15, 16, 18, 22, 27"
81,Tokoh-1,"I Lutung, Lutung","1, 2, 3, 5, 6, 9, 10, 11, 12"
81,Tokoh-2,"I Beduda, Beduda, beduda","4, 5, 6, 7, 9, 10"
82,Tokoh-1,"I Lutung, Lutung","1, 2, 4, 5, 9, 11, 12, 14, 16, 18, 21"
82,Tokoh-2,"I Kekua, Kekua","1, 2, 5, 6, 7, 8, 9, 11, 12, 13, 14"
