StoryID,SentenceID,Character,normalized_characters
26,0,Luh Sari,luh sari
26,2,I Belog,i belog
26,3,Pan Sari,pan sari
26,3,pianakne,pianak
26,4,I Belog,i belog
26,4,Pan Sari,pan sari
26,4,Betara,betara
26,5,Pan Sari,pan sari
26,6,I Belog,i belog
26,6,Ida Betara,ida betara
26,7,Ida Betara,ida betara
26,8,Pan Sari,pan sari
26,8,Luh Sari,luh sari
26,9,I Belog,i belog
26,9,Ida Betara,ida betara
26,10,Pan Sari,pan sari
26,10,Ratu Betara,ratu betara
26,11,Pan Sari,pan sari
26,11,pianakne,pianak
26,12,I Belog,i belog
26,12,Luh Sari,luh sari
26,13,I Belog,i belog
26,14,Pan Sari,pan sari
26,15,Pan Sari,pan sari
26,15,Ratu Betara,ratu betara
26,15,Ratu Betara,ratu betara
26,16,I Belog,i belog
26,17,Pan Sari,pan sari
26,17,Ratu Betara,ratu betara
26,17,I Ratu,i ratu
26,18,Dewa Palsu I Belog,dewa palsu i belog
26,18,Luh Sari,luh sari
26,18,I Belog,i belog
26,18,I Belog,i belog
26,21,I Belog,i belog
26,23,Pan Sari,pan sari
26,25,Dewa Palsu Belog,dewa palsu belog
26,25,Pan Sari,pan sari
26,25,Luh Sari,luh sari
26,25,I Belog,i belog
26,26,Luh Sari,luh sari
26,27,I Belog,i belog
26,27,Luh Sari,luh sari
26,28,I Belog,i belog
26,30,Pan Sari,pan sari
26,30,I Belog,i belog
27,0,I Belog,i belog
27,1,I Belog,i belog
27,3,meme,meme
27,9,memene,meme
27,10,I Belog,i belog
27,10,memene,meme
27,11,memene,meme
27,11,Belog,belog
27,12,I Belog,i belog
27,13,memene,meme
27,13,Me,me
27,14,memene,meme
27,14,memene,meme
27,15,Me,me
27,17,I Belog,i belog
27,18,I Belog,i belog
27,19,memene I Belog,meme i belog
27,20,I Belog,i belog
27,21,Belog,belog
27,22,memene,meme
27,23,I Belog,i belog
27,23,Me,me
27,24,meme,meme
27,28,I Belog,i belog
27,29,I Belog,i belog
27,30,I Belog,i belog
27,30,memene,meme
27,31,Belog,belog
27,31,meme,meme
27,32,Meme,meme
27,34,Me,me
27,38,memene,meme
27,39,I Belog,i belog
27,39,anak luh,anak luh
27,40,Makejang anake eluh,makejang anake eluh
27,43,Belog,belog
27,43,belog,belog
27,44,I Belog,i belog
27,44,anak luh,anak luh
27,47,I Belog,i belog
27,48,Luh,luh
27,49,Beli,beli
27,49,i meme,i meme
27,54,memene,meme
27,55,I Belog,i belog
27,56,memene,meme
27,56,Belog,belog
27,58,Me,me
27,60,meme,meme
27,63,I Belog,i belog
27,63,memene,meme
27,64,I Belog,i belog
27,64,memenne,memen
27,64,memene,meme
27,65,memene,meme
27,65,I Belog,i belog
27,66,memene,meme
27,67,I Belog,i belog
27,68,memene,meme
27,69,memene,meme
27,70,I Belog,i belog
27,70,memene,meme
27,70,kurenane,kurena
27,71,Anake luh ento,anake luh ento
27,72,kurenane,kurena
27,72,Bli,bli
27,72,Beli,beli
27,72,I Belog,i belog
27,73,Bli,bli
27,74,Luh,luh
27,74,I Belog,i belog
27,75,kurenane,kurena
27,77,I Belog,i belog
27,78,I Belog,i belog
27,79,kurenane,kurena
27,80,kurenane,kurena
27,81,I Belog,i belog
27,82,Kurenanne,kurenan
27,84,Kurenan I Beloge,kurenan i beloge
27,85,I Belog,i belog
27,85,Bli,bli
27,87,kurenane,kurena
27,87,I Belog,i belog
27,88,I Belog,i belog
27,90,I Belog,i belog
27,90,I Belog,i belog
27,95,I Belog,i belog
27,96,kurenane,kurena
27,97,kurenane,kurena
27,97,Belog,belog
27,98,knurenane,knurena
27,100,kurenane,kurena
27,101,kurenane,kurena
27,101,kurenane,kurena
27,103,I Belog,i belog
27,104,kurenane,kurena
27,106,kurenane,kurena
27,106,Belog,belog
27,106,Belog,belog
27,107,kurenane,kurena
27,107,I Belog,i belog
27,108,I Belog,i belog
27,110,I Belog,i belog
27,110,Luh,luh
27,110,bli,bli
27,112,I Belog,i belog
27,112,kurenane,kurena
28,0,I Belog,i belog
28,0,Pan Sari,pan sari
28,1,Pan Sari,pan sari
28,1,Luh Sari,luh sari
28,2,I Belog,i belog
28,2,Luh Sari,luh sari
28,3,Luh Sari,luh sari
28,4,Pan Sari,pan sari
28,4,I Belog,i belog
28,5,I Belog,i belog
28,5,I Belog,i belog
28,5,Pan Sari,pan sari
28,6,I Belog,i belog
28,6,Pan sari,pan sari
28,9,Pan Sari,pan sari
28,9,Belog,belog
28,10,Belog,belog
28,11,I Belog,i belog
28,12,Pan Sari,pan sari
28,13,I Belog,i belog
28,13,Bapa,bapa
28,14,Pan sari,pan sari
28,14,I Belog,i belog
28,15,I Belog,i belog
28,19,Pan Sari,pan sari
28,20,I Belog,i belog
28,21,Pan Sari,pan sari
28,21,panakne,panak
28,22,Luh Sari,luh sari
28,22,Bapa,bapa
28,22,I Belog,i belog
28,23,bapa,bapa
28,24,bapanne,bapan
28,24,Luh Sari,luh sari
28,24,I Belog,i belog
28,25,I Belog,i belog
28,26,Pan Sari,pan sari
28,26,Belog,belog
28,26,bapane,bapa
28,26,bapa,bapa
28,26,bapa,bapa
28,27,I Belog,i belog
28,27,bapa,bapa
28,29,Pan sari,pan sari
28,29,bapa,bapa
28,30,Bapa,bapa
28,31,Pan Sari,pan sari
28,32,I Belog,i belog
28,35,I Belog,i belog
28,36,Bapa Pan Sari,bapa pan sari
28,38,Pan Sari,pan sari
28,40,I Belog,i belog
28,41,Pan Sari,pan sari
28,41,pianakne,pianak
28,41,I Belog,i belog
28,42,I Belog,i belog
28,43,I Belog,i belog
28,44,Luh sari,luh sari
28,44,I Belog,i belog
29,0,I Belog,i belog
29,1,I Belog,i belog
29,3,bangken anak luh,bangken anak luh
29,4,I Belog,i belog
29,4,Luh-luh,luh-luh
29,5,Anake ento,anake ento
29,7,bangkene,bangke
29,8,I Belog,i belog
29,8,memenne,memen
29,8,Meme,meme
29,8,meme,meme
29,8,anak luh jegeg pisan,anak luh jegeg pisan
29,9,Memenne,memen
29,9,Anak luh,anak luh
29,9,I Belog,i belog
29,10,Memenne,memen
29,10,I Belog,i belog
29,11,kurenanne,kurenan
29,12,anake luh ento,anake luh ento
29,12,Luh-luh,luh-luh
29,13,I Belog,i belog
29,13,anake ento,anake ento
29,14,I Belog,i belog
29,19,I Belog,i belog
29,19,kurenanne,kurenan
29,20,I Belog,i belog
29,20,memenne,memen
29,21,Meme,meme
29,21,meme,meme
29,21,kurenan icange,kurenan icange
29,22,I Belog,i belog
29,22,kurenanne,kurenan
29,24,I Belog,i belog
29,24,kurenanne,kurenan
29,25,I Belog,i belog
29,25,anake luh ento,anake luh ento
29,25,I Belog,i belog
29,26,bangken anake luh ento,bangken anake luh ento
29,27,memen I Belog,memen i belog
29,28,Memenne,memen
29,29,I Belog,i belog
29,30,Belog,belog
29,30,I Belog,i belog
29,30,meme,meme
29,30,kurenan icange,kurenan icange
29,31,I Belog,i belog
29,31,memenne,memen
29,32,Belog,belog
29,33,I Belog,i belog
29,33,Meme,meme
29,33,Memenne,memen
29,34,I Belog,i belog
29,34,Memenne,memen
29,35,memenne,memen
29,35,bangkene ento,bangke ento
29,36,I Belog,i belog
29,36,memenne,memen
29,37,memenne,memen
29,37,bangkene ento,bangke ento
29,38,Memenne,memen
29,39,I Belog,i belog
29,39,Meme,meme
29,39,meme,meme
29,39,meme,meme
29,40,Memenne,memen
29,40,meme,meme
29,40,I Belog,i belog
29,40,meme,meme
29,40,meme,meme
29,41,memenne,memen
29,42,Memenne,memen
29,43,I Belog,i belog
29,45,I Belog,i belog
29,47,I Belog,i belog
29,49,I Belog,i belog
30,0,Pan Meri,pan meri
30,1,Pan Meri,pan meri
30,3,merine ento,meri ento
30,4,Pan Meri,pan meri
30,5,Pan Meri,pan meri
30,7,Merine bengil ento,meri bengil ento
30,7,Pan Meri,pan meri
30,8,Pan Meri,pan meri
30,11,Pan Meri,pan meri
30,12,Pan Meri,pan meri
30,14,Pan Meri,pan meri
30,14,merine,meri
30,14,Pan Meri,pan meri
30,14,ri,ri
30,14,ri,ri
30,15,ri,ri
30,15,ri,ri
30,15,merine,meri
30,16,Pan Meri,pan meri
30,17,Pan Meri,pan meri
30,18,Pan Meri,pan meri
30,18,merine,meri
30,21,merin titiange,merin titiange
30,23,Pan Meri,pan meri
30,23,merine,meri
30,24,Pan Meri,pan meri
30,26,Pan Meri,pan meri
30,26,anak gede selem,anak gede selem
30,28,Pan Meri,pan meri
30,29,Anake gede selem ento,anake gede selem ento
30,29,Pan Meri,pan meri
30,31,Pan Meri,pan meri
30,31,I gede selem,i gede selem
30,32,merin icange,merin icange
30,35,meri,meri
30,36,I gede selem,i gede selem
30,37,Pan Meri,pan meri
30,39,I Gede selem,i gede selem
30,40,merine Pan Meri,meri pan meri
30,40,meri icange,meri icange
30,40,I gede selem,i gede selem
30,43,merine,meri
30,43,meri icange,meri icange
30,43,I gede selem,i gede selem
30,44,Pan Meri,pan meri
30,44,merine Pan Meri,meri pan meri
30,45,I gede selem,i gede selem
30,47,merine,meri
30,48,Meri icange,meri icange
30,48,Pan Meri,pan meri
30,50,Pan Meri,pan meri
30,51,merine bengil ento,meri bengil ento
30,53,Pan Meri,pan meri
30,55,merine,meri
30,55,Pan Meri,pan meri
30,55,merine,meri
30,56,I gede selem,i gede selem
30,57,Pan Meri,pan meri
30,58,meri Pan Meri,meri pan meri
30,59,Pan Meri,pan meri
30,61,Pan Meri,pan meri
31,1,I Belog,i belog
31,2,memene,meme
31,3,memene,meme
31,4,memene,meme
31,4,dagang bebeke,dagang bebeke
31,5,I Belog,i belog
31,5,dagang bebek,dagang bebek
31,6,Jero,jero
31,8,dagang bebeke,dagang bebeke
31,8,I Belog,i belog
31,9,I Belog,i belog
31,13,I Belog,i belog
31,17,I Belog,i belog
31,17,memene,meme
31,18,Memene,meme
31,18,belog,belog
31,18,I Belog,i belog
31,18,dagang bebeke,dagang bebeke
31,21,I Belog,i belog
31,21,memene,meme
32,1,bikul cenik,bikul cenik
32,3,I Bikul,i bikul
32,4,Semal,semal
32,5,I Semal,i semal
32,6,I Semal,i semal
32,7,I Semal,i semal
32,10,I Semal,i semal
32,10,I Bikul,i bikul
32,11,I Bikul,i bikul
32,11,Bikul,bikul
32,12,"I Bikul, I Semal","i bikul, i semal"
32,12,I Bikul,i bikul
32,12,Bikul,bikul
32,12,Semal,semal
32,15,I Bikul,i bikul
32,16,Bikul,bikul
32,17,I Bikul,i bikul
32,19,I Semal,i semal
32,21,I Bikul,i bikul
32,22,I Semal,i semal
32,22,Bikul,bikul
32,34,I Semal,i semal
32,34,I Bikul,i bikul
32,37,I Semal,i semal
32,38,I Bikul,i bikul
32,39,I Bikul,i bikul
32,40,I bikul,i bikul
32,45,I Semal,i semal
32,46,meong gede tur mokoh,meong gede tur mokoh
32,46,I Semal,i semal
32,46,I Semal,i semal
32,47,I Meong,i meong
32,48,I Bikul,i bikul
32,49,I Bikul,i bikul
32,50,I Bikul,i bikul
32,51,I Bikul,i bikul
32,52,I bikul,i bikul
33,0,kedis sangsiah luh muani,kedis sangsiah luh muani
33,1,kedise,kedise
33,2,I kedis,i kedis
33,4,bojoge,bojoge
33,5,i kedis,i kedis
33,5,bojog,bojog
33,5,i kedis,i kedis
33,5,Bojog,bojog
33,12,Kedis Sangsiah,kedis sangsiah
33,14,I Bojog,i bojog
33,15,I Kedis,i kedis
33,15,I Bojog,i bojog
33,15,kedis,kedis
33,26,I bojog,i bojog
33,27,I Kedis Sangsiah,i kedis sangsiah
34,0,I Botol,i botol
34,2,samong,samong
34,3,I Botol,i botol
34,3,Sang Samong,sang samong
34,3,Samong,samong
34,3,Sang Samong,sang samong
34,7,I Botol,i botol
34,7,Sang Samong,sang samong
34,8,manusa,manusa
34,9,manusa,manusa
34,10,I Botol,i botol
34,10,Samong,samong
34,13,manusane,manusa
34,15,manusane,manusa
34,15,manusane,manusa
34,16,I Botol,i botol
34,17,I Jaran,i jaran
34,18,I Botol,i botol
34,18,I Samong,i samong
34,19,I Botol,i botol
34,19,I Jaran,i jaran
34,19,Samong,samong
34,19,manusane,manusa
34,24,Samong,samong
34,24,manusane,manusa
34,24,I manusa,i manusa
34,25,I Sampi,i sampi
34,26,I Sampi,i sampi
34,26,I manusa,i manusa
34,28,I manusa,i manusa
34,30,I Kedis Sikep,i kedis sikep
34,31,manusane,manusa
34,33,manusane,manusa
34,33,manusa,manusa
34,35,Panak icange,panak icange
34,35,panak icange,panak icange
34,36,panak icange,panak icange
34,37,I manusa,i manusa
34,38,I Botol,i botol
34,39,I Botol,i botol
34,39,Sang Kancil,sang kancil
34,40,I Kancil,i kancil
34,41,I Kancil,i kancil
34,45,I Samonge,i samonge
34,46,"I Kancil, I Botol","i kancil, i botol"
34,46,Botol,botol
34,46,I Samong,i samong
34,47,I Botol,i botol
34,48,I Kancil,i kancil
34,48,Samong,samong
34,48,I manusa,i manusa
34,49,I Samong,i samong
34,50,I Kancil,i kancil
34,51,I Botol,i botol
34,51,I Samong,i samong
34,53,I Botol,i botol
34,54,I Kancil,i kancil
34,55,I Samong,i samong
34,55,I Kancil,i kancil
35,3,I Rumpuh,i rumpuh
35,3,Beli,beli
35,4,beline,beli
35,4,Beli,beli
35,4,Beli,beli
35,6,I Rumpuh,i rumpuh
35,7,Bell,bell
35,9,Beli,beli
35,10,I Buta,i buta
35,10,I Rumpuh,i rumpuh
35,11,I Buta,i buta
35,11,I Rumpuh,i rumpuh
35,13,I Buta,i buta
35,13,I Rumpuh,i rumpuh
35,15,sudagar kacang tanah,sudagar kacang tanah
35,16,I Buta,i buta
35,16,I Rumpuh,i rumpuh
35,16,I Buta,i buta
35,16,I Rumpuh,i rumpuh
35,17,I Buta,i buta
35,17,I Rumpuh,i rumpuh
35,17,sudagare ento,sudagare ento
35,18,sudagare ento,sudagare ento
36,0,I Celempung,i celempung
36,1,Ni Gadung,ni gadung
36,2,I Celempung,i celempung
36,2,Ni Gadung,ni gadung
36,6,Kelian banjar,kelian banjar
36,6,krama,krama
36,8,I Celempung,i celempung
36,9,krama banjara,krama banjara
36,12,I Celempung,i celempung
36,12,Ni Gadung,ni gadung
36,13,I Celempung,i celempung
36,14,Luh,luh
36,14,bli,bli
36,15,Cicinge,cicinge
36,17,Ni Gadung,ni gadung
36,18,kramane,krama
36,19,I Celempung,i celempung
36,20,Kelian banjar,kelian banjar
36,22,I Celempung,i celempung
36,23,I Anggrek,i anggrek
36,24,I Celempung,i celempung
36,25,I Celempung,i celempung
36,25,Jro Kelian Banjar,jro kelian banjar
36,25,jro kelian,jro kelian
36,29,jro kelian,jro kelian
36,30,jro kelian,jro kelian
36,31,kuluk tiange,kuluk tiange
36,31,I Celempung,i celempung
36,31,jro kelian,jro kelian
36,31,para krama banjara,para krama banjara
36,32,jro kelian,jro kelian
36,32,krama banjare,krama banjare
36,33,Celempung,celempung
36,33,cicing,cicing
36,34,Cicing,cicing
36,35,I Celempung,i celempung
36,36,jro kelian,jro kelian
36,37,jro kelian,jro kelian
36,37,cicing tiang punika,cicing tiang punika
36,37,cicing,cicing
36,38,Cicing tiange puniki,cicing tiange puniki
36,38,I Celempung,i celempung
36,38,krama banjare,krama banjare
36,39,jro kelian,jro kelian
36,40,Jro kelian,jro kelian
36,40,cicing caine,cicing cai
36,42,Jro kelian,jro kelian
36,42,krama banjar,krama banjar
36,42,cicingne I Celempung,cicing i celempung
36,43,I Celempung,i celempung
36,44,I Celempung,i celempung
36,44,cicingne,cicing
36,46,Jro kelian,jro kelian
36,46,krama banjar,krama banjar
36,46,I Celempung,i celempung
36,47,Jro kelian,jro kelian
36,47,cicing,cicing
36,48,Jro kelian,jro kelian
36,50,jro kelian,jro kelian
36,50,cicingne I Celempung,cicing i celempung
36,51,Jro kelian,jro kelian
36,51,cicinge totonan,cicinge totonan
36,52,Cicinge totonan,cicinge totonan
36,53,cicinge,cicinge
36,56,Jro kelian,jro kelian
36,58,Jro kelian,jro kelian
36,59,cicingne,cicing
36,60,Jro kelian,jro kelian
36,61,jro kelian,jro kelian
36,62,cicinge totonan,cicinge totonan
36,64,jro kelian,jro kelian
36,65,Jro kelian,jro kelian
36,68,Jro kelian,jro kelian
36,71,Cicingne,cicing
36,72,jro kelian,jro kelian
36,72,I Celempung,i celempung
36,73,Celempung,celempung
36,75,cicing caine,cicing cai
36,76,cicing caine,cicing cai
36,77,I Celempung,i celempung
36,77,cicingne,cicing
36,80,I Celempung,i celempung
36,80,jro kelian banjar,jro kelian banjar
36,81,Jro kelian,jro kelian
36,81,Celempung,celempung
36,82,jero kelian,jero kelian
36,82,cicing tiange,cicing tiange
36,83,Cicing caine,cicing cai
36,83,cicing caine,cicing cai
36,83,jro kelian,jro kelian
36,84,cicing tiannge,cicing tiannge
36,84,jro kelian,jro kelian
36,85,cicingne I Celempung,cicing i celempung
37,0,I Cicing Gudig,i cicing gudig
37,1,I Cicing Gudig,i cicing gudig
37,3,I Cicing Gudig,i cicing gudig
37,4,anak madaar,anak madaar
37,4,dagang nasine ento,dagang nasi ento
37,5,anake ento,anake ento
37,6,Batari Durga,batari durga
37,7,I Cicing Gudig,i cicing gudig
37,8,Ida Betari Durga,ida betari durga
37,8,I Cicing Gudig,i cicing gudig
37,8,Cicing Gudig,cicing gudig
37,8,I Cicing Gudig,i cicing gudig
37,8,paduka Betari,paduka betari
37,8,paduka Betari,paduka betari
37,10,I Cicing Gudig,i cicing gudig
37,14,Ida Betari Durga,ida betari durga
37,14,I Cicing Gudig,i cicing gudig
37,14,I Cicing Gudig,i cicing gudig
37,14,I Cicing Gudig,i cicing gudig
37,14,paduka Betari,paduka betari
37,15,paduka Betari,paduka betari
37,15,Patih,patih
37,16,Ida Betari Durga,ida betari durga
37,17,Ida Sang Prabu,ida sang prabu
37,18,I Cicing Gudig,i cicing gudig
37,18,Patih,patih
37,18,I Cicing Gudig,i cicing gudig
37,19,Pepatih,pepatih
37,20,Anak Agung,anak agung
37,22,Anak Agung,anak agung
37,23,Ida Betari Durga,ida betari durga
37,23,Ida Sang Prabu,ida sang prabu
37,24,Sang Prabu,sang prabu
37,24,I Cicing Gudig,i cicing gudig
37,25,Ida Sang Prabu,ida sang prabu
37,25,Ida Sang Prabu,ida sang prabu
37,25,I Patih,i patih
37,26,I Patih,i patih
37,26,Ratu Sang Prabu,ratu sang prabu
37,26,I Cicing Gudig,i cicing gudig
37,26,Patih,patih
37,30,I Patih,i patih
37,31,I Cicing Gudig,i cicing gudig
37,32,Cicing gudig,cicing gudig
37,33,I Cicing Gudig,i cicing gudig
37,33,Agung,agung
37,34,okan Anak Agung,okan anak agung
37,35,I Cicing Gudig,i cicing gudig
37,35,okan Anak Agung,okan anak agung
37,36,Ida Betari Durga,ida betari durga
37,37,Raden Mantri,raden mantri
37,38,Ida Raden Mantri,ida raden mantri
37,39,jerone,jero
37,39,Raden Mantri,raden mantri
37,39,I Cicing Gudig,i cicing gudig
37,40,Cicing Gudig,cicing gudig
37,40,Raden Mantri,raden mantri
37,40,jerone,jero
37,41,I Cicing Gudig,i cicing gudig
37,42,I Cicing Gudig,i cicing gudig
37,42,I Cicing Gudig,i cicing gudig
37,44,I Cicing Gudig,i cicing gudig
37,46,I Cicing Gudig,i cicing gudig
37,47,I Cicing Gudig,i cicing gudig
37,48,I Cicing Gudig,i cicing gudig
37,48,Cicing Gudig,cicing gudig
37,49,I Cicing Gudig,i cicing gudig
37,49,cicing gudig,cicing gudig
38,0,burone,buro
38,0,cicing,cicing
38,0,kambing,kambing
38,1,I Cicing,i cicing
38,2,burone cenik,buro cenik
38,2,cicing,cicing
38,3,I Kambing,i kambing
38,3,Cicing,cicing
38,4,I Cicing,i cicing
38,6,I Kambing,i kambing
38,6,I Cicing,i cicing
38,7,I Kambing,i kambing
38,9,I Cicing,i cicing
38,10,I Cicing,i cicing
38,11,I Kambing,i kambing
38,12,I Kambing,i kambing
38,12,I Cicing,i cicing
38,13,kambinge,kambinge
38,13,cicinge,cicinge
38,14,kambing,kambing
39,0,I Cita,i cita
39,2,I Cita,i cita
39,4,I Cita,i cita
39,5,I Macan,i macan
39,6,I Macan,i macan
39,6,Manusa,manusa
39,6,i manusa,i manusa
39,8,I Cita,i cita
39,8,I Macan,i macan
39,9,I Macan,i macan
39,9,I Cita,i cita
39,10,I Cita,i cita
39,10,Macan,macan
39,14,I Jaran,i jaran
39,15,I Macan,i macan
39,15,I Cita,i cita
39,17,I Jaran,i jaran
39,18,I Macan,i macan
39,19,i manusa,i manusa
39,22,I Macan,i macan
39,23,I Sampi,i sampi
39,24,Sampi,sampi
39,24,Macan,macan
39,25,i manusa,i manusa
39,29,I Kedis Crukcuk,i kedis crukcuk
39,29,I Macan,i macan
39,30,i manusa,i manusa
39,33,I Cita,i cita
39,34,I Cita,i cita
39,35,I Kancil,i kancil
39,36,I Kancil,i kancil
39,37,I Kancil,i kancil
39,39,I Kancil,i kancil
39,39,I Cita,i cita
39,39,I Macan,i macan
39,40,I Kancil,i kancil
39,40,Macan,macan
39,41,I Cita,i cita
39,41,I Kancil,i kancil
39,42,Cita,cita
39,42,I Macan,i macan
39,42,I Macan,i macan
39,43,I Cita,i cita
39,43,I Macan,i macan
39,44,I Kancil,i kancil
39,44,I Macan,i macan
39,44,Macan,macan
39,48,I Macan,i macan
39,48,I Kancil,i kancil
39,48,I Cita,i cita
39,50,I Macan,i macan
39,51,I Kancil,i kancil
39,51,I Cita,i cita
39,51,I Kancil,i kancil
40,0,I Clalongan,i clalongan
40,1,kedis perit,kedis perit
40,1,petikan,petikan
40,1,glatik,glatik
40,1,sangsiah,sangsiah
40,3,Kakul,kakul
40,3,yuyu,yuyu
40,3,udang,udang
40,4,katake,katake
40,4,capung,capung
40,5,I Clalongan,i clalongan
40,5,semut anyud,semut anyud
40,6,I semut,i semut
40,7,I Clalongan,i clalongan
40,7,I semut,i semut
40,10,I Semut,i semut
40,11,I Clalongan,i clalongan
40,12,kedise,kedise
40,13,kedise,kedise
40,14,I Matul,i matul
40,15,I Matul,i matul
40,16,I Clalongan,i clalongan
40,17,I Matul,i matul
40,17,I Clalongan,i clalongan
40,17,I Matul,i matul
40,17,semut,semut
40,18,I Clalongan,i clalongan
40,19,I Semut,i semut
40,19,I Matul,i matul
40,20,I Semut,i semut
41,3,I Congeh,i congeh
41,4,I Congeh,i congeh
41,5,I Congeh,i congeh
41,13,I Congeh,i congeh
41,16,I Congeh,i congeh
41,16,kurenan,kurenan
41,16,pianak ipune,pianak ipu
41,17,ulam mewarna selem,ulam mewarna selem
41,23,pianak,pianak
41,23,somah ipune,somah ipu
41,25,Ulame sane ageng punika,ulame sa ageng punika
41,25,I Congeh,i congeh
41,26,Ulame punika,ulame punika
41,26,ulame punika,ulame punika
41,27,Congeh,congeh
41,30,I Congeh,i congeh
41,32,I Congeh,i congeh
41,32,kurenanne I Congeh,kurenan i congeh
41,33,kurenanne,kurenan
41,34,I Congeh,i congeh
41,34,kurenanne,kurenan
41,35,I Congeh,i congeh
42,3,Ni Luh Arum,ni luh arum
42,7,Ni Luh Arume,ni luh arume
42,8,bapan Luh Arum,bapan luh arum
42,9,bapa,bapa
42,10,Luh Arume,luh arume
42,10,bapa,bapa
42,10,Luh Arum,luh arum
42,12,bapan Luh Arum,bapan luh arum
42,12,Ni Luh Arum,ni luh arum
42,13,bapane,bapa
42,14,I Donglen,i donglen
42,16,I Donglen,i donglen
42,18,I Donglen,i donglen
42,19,bapan Luh Arum,bapan luh arum
42,21,Luh,luh
42,21,Luh Arum,luh arum
42,21,beline,beli
42,23,I Donglen,i donglen
42,23,I Donglen,i donglen
42,24,bapane,bapa
42,24,Luh,luh
42,24,beline,beli
42,25,Luh Arum,luh arum
42,26,bapa,bapa
42,27,I Donglen,i donglen
42,27,Luh Arum,luh arum
42,28,Beli,beli
42,29,I Donglen,i donglen
42,29,Luh,luh
42,30,bapane,bapa
42,31,Gede Donglen,gede donglen
42,31,bapa,bapa
42,34,I Donglen,i donglen
42,35,bapa,bapa
42,36,bapanne,bapan
42,36,I Donglen,i donglen
42,36,Ni Luh Arum,ni luh arum
42,37,Luh Arum,luh arum
42,38,I Donglen,i donglen
42,38,Luh Arum,luh arum
42,39,Bapan Luh Arum,bapan luh arum
42,39,I Donglen,i donglen
42,41,I Donglen,i donglen
42,44,I Donglen,i donglen
42,44,I juru pikat,i juru pikat
42,44,I Donglen,i donglen
42,44,Donglen,donglen
42,46,I Donglen,i donglen
42,47,Bapan Luh Arume,bapan luh arume
42,49,I Juru pikat,i juru pikat
42,49,I Donglen,i donglen
42,51,I juru pikat,i juru pikat
42,52,I Donglen,i donglen
42,53,bapan Luh Arum,bapan luh arum
42,54,Luh,luh
42,54,beline,beli
42,55,Luh Arum,luh arum
42,56,pa,pa
42,57,bapanne,bapan
42,59,Luh Arum,luh arum
42,62,Beli,beli
42,63,I juru pikat,i juru pikat
42,64,Luh Arum,luh arum
42,64,I Donglen,i donglen
42,65,I juru pikat,i juru pikat
42,66,Luh,luh
42,66,I Donglen,i donglen
42,67,Ni Luh Arum,ni luh arum
42,67,I Donglen,i donglen
42,68,I juru pikat,i juru pikat
42,69,Ni Luh Arum,ni luh arum
42,69,I juru pikat,i juru pikat
42,70,I Donglen,i donglen
42,70,I juru pikat,i juru pikat
42,71,I Donglen,i donglen
42,73,Luh Arum,luh arum
42,73,bapanne,bapan
42,74,I Donglen,i donglen
42,76,Luh Arum,luh arum
42,76,I Donglen,i donglen
42,76,Luh Arum,luh arum
42,77,I Donglen,i donglen
42,78,Ni Luh Arum,ni luh arum
42,79,Ni Luh Arum,ni luh arum
42,79,I Donglen,i donglen
42,79,I Donglen,i donglen
42,80,Ni Luh Arum,ni luh arum
42,80,I Donglen,i donglen
42,81,Luh Arum,luh arum
42,83,Luh Arum,luh arum
42,87,Ni Luh Arum,ni luh arum
42,87,I Donglen,i donglen
42,87,bapanne,bapan
42,89,Bapa,bapa
42,91,bapa,bapa
42,92,bapanne,bapan
42,93,Bapa,bapa
42,95,bapa,bapa
42,98,Luh Arum,luh arum
42,98,I Donglen,i donglen
42,101,I Donglen,i donglen
42,101,I Donglen,i donglen
42,103,I Donglen,i donglen
42,104,kedis curik lue muani,kedis curik lue muani
42,106,I Curik ane muani,i curik ane muani
42,107,I Donglen,i donglen
42,109,curike ane luane,curike ane lua
42,112,curike ne muani,curike ne muani
42,116,I Donglen,i donglen
42,117,jrone kedis curik,jro kedis curik
42,117,Luh Arum,luh arum
42,117,jrone,jro
42,118,kedis curike,kedis curike
42,120,kedise,kedise
42,121,I Donglen,i donglen
42,128,I Donglen,i donglen
42,129,I donglen,i donglen
42,130,Luh,luh
42,130,Luh,luh
42,130,Luh arum,luh arum
42,130,beli,beli
42,131,Luh Arum,luh arum
42,133,I Donglen,i donglen
42,134,Luh Arum,luh arum
42,134,bapanne,bapan
42,134,Bapa,bapa
42,134,bapa,bapa
42,134,I Donglen,i donglen
42,135,bapanne,bapan
42,135,I Donglen,i donglen
42,138,Ni Luh Arum,ni luh arum
42,138,Luh Arum,luh arum
42,138,bapanne,bapan
42,139,Bapa,bapa
42,139,I Donglen,i donglen
42,140,I Donglen,i donglen
42,141,Ni Luh,ni luh
42,142,bapanne,bapan
42,143,I Donglen,i donglen
42,144,bapa,bapa
42,145,Luh Arum,luh arum
42,146,Luh Arum,luh arum
42,147,Luh,luh
42,147,Ni Luh,ni luh
42,149,I Donglen,i donglen
42,150,bapan Luh Arum,bapan luh arum
42,150,I Donglen,i donglen
42,150,Luh Arum,luh arum
42,151,I Donglen,i donglen
42,151,I kedis curik,i kedis curik
43,0,I Rajapala,i rajapala
43,0,ken Sulasih,ken sulasih
43,1,I Durma,i durma
43,2,I Durma,i durma
43,2,memene,meme
43,3,Idurma,idurma
