StoryID,SentenceID,Character
20,2,Galuh martasari
20,2,Galuh Sumanasa
20,3,galuh pepitu punika
20,4,Biang raden galun
20,4,okan-okane
20,5,sang prabu
20,7,biang Raden Galuh
20,8,biang galuh
20,11,raden galuh
20,13,Biang Raden Galuh
20,14,galuh pitu
20,15,Galuh Sumanasa
20,16,biangne
20,17,Biang
20,17,okane
20,18,cening
20,18,rakan ceninge
20,19,raden galuh
20,19,rakane
20,20,Mbok galuh
20,20,I Biang
20,21,Raden Galuh martasari
20,22,Biang
20,23,cening galuh
20,23,rakan ceninge
20,24,okane
20,25,okane
20,26,Raden Galuh Pitu
20,27,biang galuh
20,28,sang prabu
20,32,Sang prabu
20,33,Sang prabu
20,34,Raden Galuh Pitu
20,35,Galuh Pitu
20,36,Galuh Pitu
20,37,I Biang
20,38,Sang prabu
20,38,biang galuh
20,39,Raden Galuh Pitu
20,40,Raden Galuh Pitu
20,41,Raden Galuh Pitu
20,42,Raden Galuh Pitu
20,45,Raden Galuh Pitu
20,46,raksasa
20,47,Raden Galuh Pitu
20,48,I Raksasa
20,49,Raden Galuh Pitu
20,50,I Raksasa
20,51,Raden Galuh Pitu
20,52,Raden Galuh Pradnyawati
20,53,Ida Raden Galuh
20,55,Raden Galuh Pradnyawati
20,59,Raden Galuh makasami
20,60,Raden Galuh Pitu makasami
20,60,Raden Galuh Pitu
20,62,I Raksasa
20,63,I Raksasa
20,65,I Raksasa
20,66,Raden Galuh
20,68,Raden Galuh
20,68,I Raksasa
20,71,I Raksasa
20,72,Raden Galuh Pitu
20,73,I Raksasa
20,75,I Raksasa
20,77,I Raksasa
20,80,I Raksasa
20,81,I Raksasa
20,83,I Raksasa
20,84,I Raksasa
20,85,Raden Galuh pitu
20,86,Raden Galuh ajaka papitu
20,87,Raden Galuh
21,1,I Getap
21,2,I Getap
21,4,I Getap
21,4,memene
21,5,I Getap
21,6,I Getap
21,8,I Getap
21,12,I Getap
21,12,memene
21,14,bapane I Getap
21,15,bapane I Getap
21,23,bapane I Getap
21,24,I Getap
21,24,meme
21,24,bapane
21,25,I Getap
21,30,I Getap
21,31,I Getap
21,31,meme
21,31,bapane
21,33,I Getap
21,35,Bapane I Getap
21,37,bapane
21,37,I Getap
21,38,I Getap
21,39,bapane
21,40,I Getap
21,41,meme
21,41,bapane I Getap
21,45,I Getap
21,45,bapane
22,2,I Kedis Puuh
22,3,I Kedis Puuh
22,5,I Kedis Puuh
22,6,I Kedis Puuh
22,8,I Kedis Puuh
22,9,I Kedis Puuh
22,11,alu gede gati
22,13,Alune ento
22,13,alu
22,17,I Alu
22,19,alune ento
22,19,I Kedis Puuh
22,20,I Alu
22,21,I Alu
22,30,I Kedis Puuh
22,33,I Puuh
22,34,I Kedis Puuh
22,37,I Kedis Puuh
22,40,I Alu
22,43,I Kedis Puuh
22,44,I Alu
22,46,I Alu
22,47,I Alu
22,48,I Kedis Puuh
22,49,Alu
22,52,I Kedis Puuh
22,54,I Alu
22,54,I Kedis Puuh
22,55,I Kedis Puuh
22,60,I Kedis Puuh
22,62,I Kedis Puuh
22,63,Alu
23,2,I Balu Kawanan
23,4,I Balu Kanginan
23,5,I Balu Kawanan
23,5,I Balu Kanginan
23,5,I Balu Kanginan
23,5,I Balu Kawanan
23,6,I Balu Kawanan
23,6,I Balu Kanginan
23,7,I Balu Kanginan
23,8,I Balu Kawanan
23,9,I Balu Kanginan
23,9,Beli Wayan
23,10,Beli
23,10,Luh
23,11,Beli
23,11,Bli
23,12,I Balu Kanginan
23,13,I Balu Kanginan
23,16,I Balu Kawanan
23,16,I Balu Kanginan
23,16,Beli Wayan
23,18,Luh
23,18,I Balu Kawanan
23,19,I Balu Kanginan
23,21,Beli Wayan
23,21,I Balu Kanginan
23,22,I Balu Kawanan
23,22,I Balu Kawanan
23,23,I Balu Kawanan
23,24,Beli Kawanan
23,24,I Balu Kanginan
23,25,beli
23,26,I Balu Kawanan
23,27,I Balu Kanginan
23,28,Beli Wayan
23,28,beli
23,28,I Balu Kanginan
23,28,I Balu Kawanan
23,29,I Balu Kawanan
23,31,I Balu Kawanan
23,32,I Balu Kanginan
23,32,Beli Wayan
23,32,Luh
23,32,beli
23,33,I Balu Kawanan
23,34,I Balu Kanginan
23,35,beli
23,35,I Balu Kawanan
23,36,I Balu Kawanan
23,37,I Balu Kanginan
23,38,I Balu Kawanan
23,39,Beli Wayan
23,40,Luh
23,40,bli
23,40,I Balu Kawanan
23,41,I Balu Kanginan
23,42,beli
23,42,I Balu Kawanan
23,43,I Balu Kawanan
23,44,I Balu Kanginan
23,45,I Balu Kawanan
23,46,Beli Wayan
23,46,I Balu Kanginan
23,47,beli
23,47,I Balu Kawanan
23,48,I Balu Kawanan
23,48,I Balu Kanginan
23,48,I Balu Kanginan
23,49,I Balu Kawanan
23,50,Beli Wayan
23,51,beli
23,51,beli
23,51,I Balu Kanginan
23,53,beli
23,53,beli
23,54,I Balu Kawanan
23,55,I Balu Kanginan
23,57,pianak muani
23,58,I Balu Kawanan
23,63,I Balu Kawanan
23,63,pianakne
24,1,I Baluan
24,2,I Baluan
24,2,Ida Sang Prabu Singa
24,3,Ida Sang Prabu
24,3,Baluan
24,3,I Baluan
24,3,ratu sang prabu
24,3,I Blatuk
24,4,I Blatuk
24,4,Ida Sang Prabu
24,4,Baluan
24,4,I Blatuk
24,4,I Baluan
24,5,I Blatuk
24,6,I Blatuk
24,6,Baluan
24,6,I Baluan
24,6,Ida Sang Prabu
24,7,Ida Sang Prabu
24,7,I Baluan
24,10,I Blatuk
24,11,I Blatuk
24,13,Ida Sang Prabu Singa
24,14,I Blatuk
24,15,Ratu Sang Prabu
24,16,Ida Sang Prabu
24,16,I Blatuk
24,17,Ida Sang Prabu
24,17,Blatuk
24,19,I Blatuk
24,19,Ratu Sang Prabu
24,20,I Temisi
24,21,I Temisi
24,21,I Blatuk
24,21,Ida Sang Prabu Singa
24,22,Ida Sang Prabu
24,23,I Temisi
24,23,I Blatuk
24,24,I Temisi
24,25,I Blatuk
24,25,I Temisi
24,26,I Temisi
24,26,Blatuk
24,26,I Blatuk
24,26,Ida Sang Prabu
24,27,I Temisi
24,30,Ida Sang Prabu
24,30,Ratu Sang Prabu
24,30,Ida Sang Prabu
24,30,Temisi
24,31,I Kunang-Kunang
24,32,I Kunang-Kunang
24,33,I Kunang-Kunang
24,33,I Temisi
24,35,I Kunang-Kunang
24,36,I Kunang-Kunang
24,36,Temisi
24,36,I Temisi
24,38,I Kunang-Kunang
24,39,Ida Sang Prabu Singa
24,40,Ida Sang Prabu
24,40,Kunang-Kunang
24,42,I Kunang-Kunang
24,42,Ratu Sang Prabu
24,43,I Beduda
24,46,I Kunang-Kunang
24,46,Ida Sang Prabu
24,47,Kunang-Kunang
24,47,I Beduda
24,47,I Kunang-Kunang
24,48,I Beduda
24,49,I Kunang-Kunang
24,49,Beduda
24,50,I Beduda
24,50,Kunang-Kunang
24,50,I Kunang-Kunang
24,50,I Beduda
24,50,Kunang-Kunang
24,50,I Kunang-kunang
24,50,I Beduda
24,51,Ida Sang Prabu
24,52,I Beduda
24,53,Ida Sang Prabu
24,55,I Beduda
24,55,Ratu sang Prabu
24,56,I Sampi
24,58,I Bedudane
24,58,Ida Sang Prabu
24,58,Beduda
24,58,I Beduda
24,58,Anake Agung
24,59,I Sampi
24,60,I Beduda
24,60,I Sampi
24,61,I Sampi
24,61,Beduda
24,61,Anake Agung
24,62,I Sampi
24,62,Baduda
24,62,I Beduda
24,62,Ida Anake Agung
24,62,I Sampi
24,63,I Sampi
24,64,Ida sang Prabu Singa
24,65,I Sampi
24,65,Ratu Sang Prabu
24,65,Ratu
24,65,Ida Sang Prabu
24,65,Sampi
24,65,I Sampi
24,66,Ida Sang Prabu
24,67,I Sampine
25,1,Ida Sang Prabu
25,1,prameswarine
25,3,Sri Prameswari
25,4,I Basang Siap
25,6,I Mantri
25,7,basang siap
25,10,I Mantri
25,10,I Basang Siap
25,11,I Basang Siap
25,12,anake cerik
25,14,I Mantri
25,14,anak cerik bagus
25,14,panake
25,16,I Mantri
25,16,anake cerik ento
25,17,I Mantri
25,17,anake cerik
25,18,I Basang Siap
25,21,anake cerik ento
25,21,I Mantri
25,21,anake cerik
25,21,I Mantri
25,21,biang I Dewane
25,21,anake cenik ento
25,21,Cening
25,21,biange
25,22,I Mantri
25,22,I Galuh
25,23,I Galuh
25,24,i cening
25,25,pianak titiange
25,26,pianak titiange
25,27,I Mantri
26,1,I Belog
26,1,Luh Sari
26,3,I Belog
26,4,Pan Sari
26,4,pianakne
26,5,I Belog
26,5,Pan Sari
26,5,Betara
26,6,Pan Sari
26,7,I Belog
26,7,Ida Betara
26,8,Ida Betara
26,9,Pan Sari
26,9,Luh Sari
26,10,I Belog
26,10,Ida Betara
26,11,Pan Sari
26,11,Ratu Betara
26,12,Pan Sari
26,12,pianakne
26,13,I Belog
26,13,Luh Sari
26,14,I Belog
26,15,Pan Sari
26,16,Pan Sari
26,16,Ratu Betara
26,16,Ratu Betara
26,17,I Belog
26,18,Pan Sari
26,18,Ratu Betara
26,18,I Ratu
26,19,Dewa Palsu I Belog
26,19,Luh Sari
26,19,I Belog
26,19,I Belog
26,22,I Belog
26,24,Pan Sari
26,26,Dewa Palsu Belog
26,26,Pan Sari
26,26,Luh Sari
26,26,I Belog
26,27,Luh Sari
26,28,I Belog
26,28,Luh Sari
26,29,I Belog
26,31,Pan Sari
26,31,I Belog
27,1,I Belog
27,2,I Belog
27,4,meme
27,10,memene
27,11,I Belog
27,11,memene
27,12,memene
27,12,Belog
27,13,I Belog
27,14,memene
27,14,Me
27,15,memene
27,15,memene
27,16,Me
27,18,I Belog
27,19,I Belog
27,20,memene I Belog
27,21,I Belog
27,22,Belog
27,23,memene
27,24,I Belog
27,24,Me
27,25,meme
27,29,I Belog
27,30,I Belog
27,31,I Belog
27,31,memene
27,32,Belog
27,32,meme
27,33,Meme
27,35,Me
27,39,memene
27,40,I Belog
27,40,anak luh
27,41,Makejang anake eluh
27,44,Belog
27,44,belog
27,45,I Belog
27,45,anak luh
27,48,I Belog
27,49,Luh
27,50,Beli
27,50,i meme
27,55,memene
27,56,I Belog
27,57,memene
27,57,Belog
27,59,Me
27,61,meme
27,64,I Belog
27,64,memene
27,65,I Belog
27,65,memenne
27,65,memene
27,66,memene
27,66,I Belog
27,67,memene
27,68,I Belog
27,69,memene
27,70,memene
27,71,I Belog
27,71,memene
27,71,kurenane
27,72,Anake luh ento
27,73,kurenane
27,73,Bli
27,73,Beli
27,73,I Belog
27,74,Bli
27,75,Luh
27,75,I Belog
27,76,kurenane
27,78,I Belog
27,79,I Belog
27,80,kurenane
27,81,kurenane
27,82,I Belog
27,83,Kurenanne
27,85,Kurenan I Beloge
27,86,I Belog
27,86,Bli
27,88,kurenane
27,88,I Belog
27,89,I Belog
27,91,I Belog
27,91,I Belog
27,96,I Belog
27,97,kurenane
27,98,kurenane
27,98,Belog
27,99,knurenane
27,101,kurenane
27,102,kurenane
27,102,kurenane
27,104,I Belog
27,105,kurenane
27,107,kurenane
27,107,Belog
27,107,Belog
27,108,kurenane
27,108,I Belog
27,109,I Belog
27,111,I Belog
27,111,Luh
27,111,bli
27,113,I Belog
27,113,kurenane
28,1,I Belog
28,1,Pan Sari
28,2,Pan Sari
28,2,Luh Sari
28,3,I Belog
28,3,Luh Sari
28,4,Luh Sari
28,5,Pan Sari
28,5,I Belog
28,6,I Belog
28,6,I Belog
28,6,Pan Sari
28,7,I Belog
28,7,Pan sari
28,10,Pan Sari
28,10,Belog
28,11,Belog
28,12,I Belog
28,13,Pan Sari
28,14,I Belog
28,14,Bapa
28,15,Pan sari
28,15,I Belog
28,16,I Belog
28,20,Pan Sari
28,21,I Belog
28,22,Pan Sari
28,22,panakne
28,23,Luh Sari
28,23,Bapa
28,23,I Belog
28,24,bapa
28,25,bapanne
28,25,Luh Sari
28,25,I Belog
28,26,I Belog
28,27,Pan Sari
28,27,Belog
28,27,bapane
28,27,bapa
28,27,bapa
28,28,I Belog
28,28,bapa
28,30,Pan sari
28,30,bapa
28,31,Bapa
28,32,Pan Sari
28,33,I Belog
28,36,I Belog
28,37,Bapa Pan Sari
28,39,Pan Sari
28,41,I Belog
28,42,Pan Sari
28,42,pianakne
28,42,I Belog
28,43,I Belog
28,44,I Belog
28,45,Luh sari
28,45,I Belog
29,1,I Belog
29,2,I Belog
29,4,bangken anak luh
29,5,I Belog
29,5,Luh-luh
29,6,Anake ento
29,8,bangkene
29,9,I Belog
29,9,memenne
29,9,Meme
29,9,meme
29,9,anak luh jegeg pisan
29,10,Memenne
29,10,Anak luh
29,10,I Belog
29,11,Memenne
29,11,I Belog
29,12,kurenanne
29,13,anake luh ento
29,13,Luh-luh
29,14,I Belog
29,14,anake ento
29,15,I Belog
29,20,I Belog
29,20,kurenanne
29,21,I Belog
29,21,memenne
29,22,Meme
29,22,meme
29,22,kurenan icange
29,23,I Belog
29,23,kurenanne
29,25,I Belog
29,25,kurenanne
29,26,I Belog
29,26,anake luh ento
29,26,I Belog
29,27,bangken anake luh ento
29,28,memen I Belog
29,29,Memenne
29,30,I Belog
29,31,Belog
29,31,I Belog
29,31,meme
29,31,kurenan icange
29,32,I Belog
29,32,memenne
29,33,Belog
29,34,I Belog
29,34,Meme
29,34,Memenne
29,35,I Belog
29,35,Memenne
29,36,memenne
29,36,bangkene ento
29,37,I Belog
29,37,memenne
29,38,memenne
29,38,bangkene ento
29,39,Memenne
29,40,I Belog
29,40,Meme
29,40,meme
29,40,meme
29,41,Memenne
29,41,meme
29,41,I Belog
29,41,meme
29,41,meme
29,42,memenne
29,43,Memenne
29,44,I Belog
29,46,I Belog
29,48,I Belog
29,50,I Belog
30,1,Pan Meri
30,2,Pan Meri
30,4,merine ento
30,5,Pan Meri
30,6,Pan Meri
30,8,Merine bengil ento
30,8,Pan Meri
30,9,Pan Meri
30,12,Pan Meri
30,13,Pan Meri
30,15,Pan Meri
30,15,merine
30,15,Pan Meri
30,15,ri
30,15,ri
30,16,ri
30,16,ri
30,16,merine
30,17,Pan Meri
30,18,Pan Meri
30,19,Pan Meri
30,19,merine
30,22,merin titiange
30,24,Pan Meri
30,24,merine
30,25,Pan Meri
30,27,Pan Meri
30,27,anak gede selem
30,29,Pan Meri
30,30,Anake gede selem ento
30,30,Pan Meri
30,32,Pan Meri
30,32,I gede selem
30,33,merin icange
30,36,meri
30,37,I gede selem
30,38,Pan Meri
30,40,I Gede selem
30,41,merine Pan Meri
30,41,meri icange
30,41,I gede selem
30,44,merine
30,44,meri icange
30,44,I gede selem
30,45,Pan Meri
30,45,merine Pan Meri
30,46,I gede selem
30,48,merine
30,49,Meri icange
30,49,Pan Meri
30,51,Pan Meri
30,52,merine bengil ento
30,54,Pan Meri
30,56,merine
30,56,Pan Meri
30,56,merine
30,57,I gede selem
30,58,Pan Meri
30,59,meri Pan Meri
30,60,Pan Meri
30,62,Pan Meri
31,2,I Belog
31,3,memene
31,4,memene
31,5,memene
31,5,dagang bebeke
31,6,I Belog
31,6,dagang bebek
31,7,Jero
31,9,dagang bebeke
31,9,I Belog
31,10,I Belog
31,14,I Belog
31,18,I Belog
31,18,memene
31,19,Memene
31,19,belog
31,19,I Belog
31,19,dagang bebeke
31,22,I Belog
31,22,memene
32,2,bikul cenik
32,4,I Bikul
32,5,Semal
32,6,I Semal
32,7,I Semal
32,8,I Semal
32,11,I Semal
32,11,I Bikul
32,12,I Bikul
32,12,Bikul
32,13,"I Bikul, I Semal"
32,13,I Bikul
32,13,Bikul
32,13,Semal
32,16,I Bikul
32,17,Bikul
32,18,I Bikul
32,20,I Semal
32,22,I Bikul
32,23,I Semal
32,23,Bikul
32,35,I Semal
32,35,I Bikul
32,38,I Semal
32,39,I Bikul
32,40,I Bikul
32,41,I bikul
32,46,I Semal
32,47,meong gede tur mokoh
32,47,I Semal
32,47,I Semal
32,48,I Meong
32,49,I Bikul
32,50,I Bikul
32,51,I Bikul
32,52,I Bikul
32,53,I bikul
33,1,kedis sangsiah luh muani
33,2,kedise
33,3,I kedis
33,5,bojoge
33,6,i kedis
33,6,bojog
33,6,i kedis
33,6,Bojog
33,13,Kedis Sangsiah
33,15,I Bojog
33,16,I Kedis
33,16,I Bojog
33,16,kedis
33,27,I bojog
33,28,I Kedis Sangsiah
34,1,I Botol
34,3,samong
34,4,I Botol
34,4,Sang Samong
34,4,Samong
34,4,Sang Samong
34,8,I Botol
34,8,Sang Samong
34,9,manusa
34,10,manusa
34,11,I Botol
34,11,Samong
34,14,manusane
34,16,manusane
34,16,manusane
34,17,I Botol
34,18,I Jaran
34,19,I Botol
34,19,I Samong
34,20,I Botol
34,20,I Jaran
34,20,Samong
34,20,manusane
34,25,Samong
34,25,manusane
34,25,I manusa
34,26,I Sampi
34,27,I Sampi
34,27,I manusa
34,29,I manusa
34,31,I Kedis Sikep
34,32,manusane
34,34,manusane
34,34,manusa
34,36,Panak icange
34,36,panak icange
34,37,panak icange
34,38,I manusa
34,39,I Botol
34,40,I Botol
34,40,Sang Kancil
34,41,I Kancil
34,42,I Kancil
34,46,I Samonge
34,47,"I Kancil, I Botol"
34,47,Botol
34,47,I Samong
34,48,I Botol
34,49,I Kancil
34,49,Samong
34,49,I manusa
34,50,I Samong
34,51,I Kancil
34,52,I Botol
34,52,I Samong
34,54,I Botol
34,55,I Kancil
34,56,I Samong
34,56,I Kancil
35,4,I Rumpuh
35,4,Beli
35,5,beline
35,5,Beli
35,5,Beli
35,7,I Rumpuh
35,8,Bell
35,10,Beli
35,11,I Buta
35,11,I Rumpuh
35,12,I Buta
35,12,I Rumpuh
35,14,I Buta
35,14,I Rumpuh
35,16,sudagar kacang tanah
35,17,I Buta
35,17,I Rumpuh
35,17,I Buta
35,17,I Rumpuh
35,18,I Buta
35,18,I Rumpuh
35,18,sudagare ento
35,19,sudagare ento
36,1,I Celempung
36,2,Ni Gadung
36,3,I Celempung
36,3,Ni Gadung
36,7,Kelian banjar
36,7,krama
36,9,I Celempung
36,10,krama banjara
36,13,I Celempung
36,13,Ni Gadung
36,14,I Celempung
36,15,Luh
36,15,bli
36,16,Cicinge
36,18,Ni Gadung
36,19,kramane
36,20,I Celempung
36,21,Kelian banjar
36,23,I Celempung
36,24,I Anggrek
36,25,I Celempung
36,26,I Celempung
36,26,Jro Kelian Banjar
36,26,jro kelian
36,30,jro kelian
36,31,jro kelian
36,32,kuluk tiange
36,32,I Celempung
36,32,jro kelian
36,32,para krama banjara
36,33,jro kelian
36,33,krama banjare
36,34,Celempung
36,34,cicing
36,35,Cicing
36,36,I Celempung
36,37,jro kelian
36,38,jro kelian
36,38,cicing tiang punika
36,38,cicing
36,39,Cicing tiange puniki
36,39,I Celempung
36,39,krama banjare
36,40,jro kelian
36,41,Jro kelian
36,41,cicing caine
36,43,Jro kelian
36,43,krama banjar
36,43,cicingne I Celempung
36,44,I Celempung
36,45,I Celempung
36,45,cicingne
36,47,Jro kelian
36,47,krama banjar
36,47,I Celempung
36,48,Jro kelian
36,48,cicing
36,49,Jro kelian
36,51,jro kelian
36,51,cicingne I Celempung
36,52,Jro kelian
36,52,cicinge totonan
36,53,Cicinge totonan
36,54,cicinge
36,57,Jro kelian
36,59,Jro kelian
36,60,cicingne
36,61,Jro kelian
36,62,jro kelian
36,63,cicinge totonan
36,65,jro kelian
36,66,Jro kelian
36,69,Jro kelian
36,72,Cicingne
36,73,jro kelian
36,73,I Celempung
36,74,Celempung
36,76,cicing caine
36,77,cicing caine
36,78,I Celempung
36,78,cicingne
36,81,I Celempung
36,81,jro kelian banjar
36,82,Jro kelian
36,82,Celempung
36,83,jero kelian
36,83,cicing tiange
36,84,Cicing caine
36,84,cicing caine
36,84,jro kelian
36,85,cicing tiannge
36,85,jro kelian
36,86,cicingne I Celempung
37,1,I Cicing Gudig
37,2,I Cicing Gudig
37,4,I Cicing Gudig
37,5,anak madaar
37,5,dagang nasine ento
37,6,anake ento
37,7,Batari Durga
37,8,I Cicing Gudig
37,9,Ida Betari Durga
37,9,I Cicing Gudig
37,9,Cicing Gudig
37,9,I Cicing Gudig
37,9,paduka Betari
37,9,paduka Betari
37,11,I Cicing Gudig
37,15,Ida Betari Durga
37,15,I Cicing Gudig
37,15,I Cicing Gudig
37,15,I Cicing Gudig
37,15,paduka Betari
37,16,paduka Betari
37,16,Patih
37,17,Ida Betari Durga
37,18,Ida Sang Prabu
37,19,I Cicing Gudig
37,19,Patih
37,19,I Cicing Gudig
37,20,Pepatih
37,21,Anak Agung
37,23,Anak Agung
37,24,Ida Betari Durga
37,24,Ida Sang Prabu
37,25,Sang Prabu
37,25,I Cicing Gudig
37,26,Ida Sang Prabu
37,26,Ida Sang Prabu
37,26,I Patih
37,27,I Patih
37,27,Ratu Sang Prabu
37,27,I Cicing Gudig
37,27,Patih
37,31,I Patih
37,32,I Cicing Gudig
37,33,Cicing gudig
37,34,I Cicing Gudig
37,34,Agung
37,35,okan Anak Agung
37,36,I Cicing Gudig
37,36,okan Anak Agung
37,37,Ida Betari Durga
37,38,Raden Mantri
37,39,Ida Raden Mantri
37,40,jerone
37,40,Raden Mantri
37,40,I Cicing Gudig
37,41,Cicing Gudig
37,41,Raden Mantri
37,41,jerone
37,42,I Cicing Gudig
37,43,I Cicing Gudig
37,43,I Cicing Gudig
37,45,I Cicing Gudig
37,47,I Cicing Gudig
37,48,I Cicing Gudig
37,49,I Cicing Gudig
37,49,Cicing Gudig
37,50,I Cicing Gudig
37,50,cicing gudig
38,1,burone
38,1,cicing
38,1,kambing
38,2,I Cicing
38,3,burone cenik
38,3,cicing
38,4,I Kambing
38,4,Cicing
38,5,I Cicing
38,7,I Kambing
38,7,I Cicing
38,8,I Kambing
38,10,I Cicing
38,11,I Cicing
38,12,I Kambing
38,13,I Kambing
38,13,I Cicing
38,14,kambinge
38,14,cicinge
38,15,kambing
39,1,I Cita
39,3,I Cita
39,5,I Cita
39,6,I Macan
39,7,I Macan
39,7,Manusa
39,7,i manusa
39,9,I Cita
39,9,I Macan
39,10,I Macan
39,10,I Cita
39,11,I Cita
39,11,Macan
39,15,I Jaran
39,16,I Macan
39,16,I Cita
39,18,I Jaran
39,19,I Macan
39,20,i manusa
39,23,I Macan
39,24,I Sampi
39,25,Sampi
39,25,Macan
39,26,i manusa
39,30,I Kedis Crukcuk
39,30,I Macan
39,31,i manusa
39,34,I Cita
39,35,I Cita
39,36,I Kancil
39,37,I Kancil
39,38,I Kancil
39,40,I Kancil
39,40,I Cita
39,40,I Macan
39,41,I Kancil
39,41,Macan
39,42,I Cita
39,42,I Kancil
39,43,Cita
39,43,I Macan
39,43,I Macan
39,44,I Cita
39,44,I Macan
39,45,I Kancil
39,45,I Macan
39,45,Macan
39,49,I Macan
39,49,I Kancil
39,49,I Cita
39,51,I Macan
39,52,I Kancil
39,52,I Cita
39,52,I Kancil
40,1,I Clalongan
40,2,kedis perit
40,2,petikan
40,2,glatik
40,2,sangsiah
40,4,Kakul
40,4,yuyu
40,4,udang
40,5,katake
40,5,capung
40,6,I Clalongan
40,6,semut anyud
40,7,I semut
40,8,I Clalongan
40,8,I semut
40,11,I Semut
40,12,I Clalongan
40,13,kedise
40,14,kedise
40,15,I Matul
40,16,I Matul
40,17,I Clalongan
40,18,I Matul
40,18,I Clalongan
40,18,I Matul
40,18,semut
40,19,I Clalongan
40,20,I Semut
40,20,I Matul
40,21,I Semut
41,4,I Congeh
41,5,I Congeh
41,6,I Congeh
41,14,I Congeh
41,17,I Congeh
41,17,kurenan
41,17,pianak ipune
41,18,ulam mewarna selem
41,24,pianak
41,24,somah ipune
41,26,Ulame sane ageng punika
41,26,I Congeh
41,27,Ulame punika
41,27,ulame punika
41,28,Congeh
41,31,I Congeh
41,33,I Congeh
41,33,kurenanne I Congeh
41,34,kurenanne
41,35,I Congeh
41,35,kurenanne
41,36,I Congeh
42,4,Ni Luh Arum
42,8,Ni Luh Arume
42,9,bapan Luh Arum
42,10,bapa
42,11,Luh Arume
42,11,bapa
42,11,Luh Arum
42,13,bapan Luh Arum
42,13,Ni Luh Arum
42,14,bapane
42,15,I Donglen
42,17,I Donglen
42,19,I Donglen
42,20,bapan Luh Arum
42,22,Luh
42,22,Luh Arum
42,22,beline
42,24,I Donglen
42,24,I Donglen
42,25,bapane
42,25,Luh
42,25,beline
42,26,Luh Arum
42,27,bapa
42,28,I Donglen
42,28,Luh Arum
42,29,Beli
42,30,I Donglen
42,30,Luh
42,31,bapane
42,32,Gede Donglen
42,32,bapa
42,35,I Donglen
42,36,bapa
42,37,bapanne
42,37,I Donglen
42,37,Ni Luh Arum
42,38,Luh Arum
42,39,I Donglen
42,39,Luh Arum
42,40,Bapan Luh Arum
42,40,I Donglen
42,42,I Donglen
42,45,I Donglen
42,45,I juru pikat
42,45,I Donglen
42,45,Donglen
42,47,I Donglen
42,48,Bapan Luh Arume
42,50,I Juru pikat
42,50,I Donglen
42,52,I juru pikat
42,53,I Donglen
42,54,bapan Luh Arum
42,55,Luh
42,55,beline
42,56,Luh Arum
42,57,pa
42,58,bapanne
42,60,Luh Arum
42,63,Beli
42,64,I juru pikat
42,65,Luh Arum
42,65,I Donglen
42,66,I juru pikat
42,67,Luh
42,67,I Donglen
42,68,Ni Luh Arum
42,68,I Donglen
42,69,I juru pikat
42,70,Ni Luh Arum
42,70,I juru pikat
42,71,I Donglen
42,71,I juru pikat
42,72,I Donglen
42,74,Luh Arum
42,74,bapanne
42,75,I Donglen
42,77,Luh Arum
42,77,I Donglen
42,77,Luh Arum
42,78,I Donglen
42,79,Ni Luh Arum
42,80,Ni Luh Arum
42,80,I Donglen
42,80,I Donglen
42,81,Ni Luh Arum
42,81,I Donglen
42,82,Luh Arum
42,84,Luh Arum
42,88,Ni Luh Arum
42,88,I Donglen
42,88,bapanne
42,90,Bapa
42,92,bapa
42,93,bapanne
42,94,Bapa
42,96,bapa
42,99,Luh Arum
42,99,I Donglen
42,102,I Donglen
42,102,I Donglen
42,104,I Donglen
42,105,kedis curik lue muani
42,107,I Curik ane muani
42,108,I Donglen
42,110,curike ane luane
42,113,curike ne muani
42,117,I Donglen
42,118,jrone kedis curik
42,118,Luh Arum
42,118,jrone
42,119,kedis curike
42,121,kedise
42,122,I Donglen
42,129,I Donglen
42,130,I donglen
42,131,Luh
42,131,Luh
42,131,Luh arum
42,131,beli
42,132,Luh Arum
42,134,I Donglen
42,135,Luh Arum
42,135,bapanne
42,135,Bapa
42,135,bapa
42,135,I Donglen
42,136,bapanne
42,136,I Donglen
42,139,Ni Luh Arum
42,139,Luh Arum
42,139,bapanne
42,140,Bapa
42,140,I Donglen
42,141,I Donglen
42,142,Ni Luh
42,143,bapanne
42,144,I Donglen
42,145,bapa
42,146,Luh Arum
42,147,Luh Arum
42,148,Luh
42,148,Ni Luh
42,150,I Donglen
42,151,bapan Luh Arum
42,151,I Donglen
42,151,Luh Arum
42,152,I Donglen
42,152,I kedis curik
43,1,I Rajapala
43,1,ken Sulasih
43,2,I Durma
43,3,I Durma
43,3,memene
43,4,Idurma
43,4,Irajapala
43,5,I Rajapala
43,6,I Rajapala
43,6,pianakne
43,7,I Rajapala
43,7,cening Durma
43,7,pianak bapa
43,7,cening
43,8,cening
43,8,meme
43,9,bapa
43,9,cening
43,10,cening
43,11,I Durma
43,12,Bapane
43,12,Cening Durma
43,12,cening
43,14,cening
43,15,cening
43,18,cening
43,21,cening
43,24,bapa
43,24,cening
43,24,cening
43,24,bapa
43,25,I Durma
43,26,Jero Dukuh
43,26,I Durma
43,27,I Durma
43,28,jero Dukuh
43,30,I Durma
43,30,anake agung
43,31,Para punggawa
43,31,tandamantri
43,31,I Durma
43,32,I Durma
43,33,I Durma
44,1,i empas luh muani
44,2,Beli
44,2,Beli Empas
