story_id,person,aliases,type,sentence_id,text,is_dialogue,count_lexicon,is_subject,is_object
43,Tokoh-4,"['memene', 'meme']",Protagonist,3, Mara I Durma matuuh pitung oton kalahina teken memene mawali ka swargan,0,-4.0,1,0
77,Tokoh-2,['Ni Wingsali'],Protagonist,3, Panakne Ni Wingsali masih bareng ka alase,0,0.0,1,0
27,Tokoh-1,"['I Belog', 'Belog']",Antagonist,66, jeg babak belur memene matatu sawireh kapaksa kagredeg ban I Belog,0,-5.0,1,1
99,Tokoh-14,"['bikule', 'bikul', 'I bikul', 'bikule totonan', 'bikul', 'bikule ento']",Antagonist,19, Mare ungkabange sokasine ajinange misi cicing meyong bikul miwah lipi,0,0.0,1,1
87,Tokoh-7,"['para panjake', 'Panjake', 'panjake', 'panjaknyane', 'para panjak suargane', 'panjak Ida Bhatara Indrane']",Protagonist,20, Di tengah alase ento ada kone yeh klebutan ane toyane kaliwat ening ditu para panjake nginum toyan klebutan,0,0.0,1,1
55,Tokoh-5,"['I Kidang', 'Kidang']",Protagonist,49, To mahawinan lantas I Kidang mamunyi Ne suba ane takutin idewek jani,0,0.0,1,1
57,Tokoh-1,"['I Langgana', 'langgana', 'Langgana', 'I Langganane']",Protagonist,36, Buin matakan Pan Cening Men ane jani Langgana kar kengken Masaut I Langgana Tiang lakar numbeg buin kanti bakatang tiang emas mirah muah ratnane ento,0,0.0,1,1
12,Tokoh-1,"['Men Bekung', 'Men Bekunge', 'Men bekung']",Protagonist,24, Yan tan sakeng pasuecan betara sinah sing ja nepukin keto sesambat Men bekung sambilange majalan,0,0.0,1,1
19,Tokoh-3,"['Sang Arjuna', 'Arjuna', 'sang arjuna', 'sag Arjuna', 'cening Sang Arjuna']",Protagonist,7, Irika Sang Arjuna makta asu borosan akeh pisan,0,4.0,1,1
87,Tokoh-7,"['para panjake', 'Panjake', 'panjake', 'panjaknyane', 'para panjak suargane', 'panjak Ida Bhatara Indrane']",Protagonist,6, Panjake wantah subakti ring linggih Sang Prabu Maya Danawa,0,5.0,1,1
10,Tokoh-3,"['Ida Sang Prabu', 'Ida Sang prabu', 'sang prabu', 'ida sang prabu', 'Ratu sang prabu', 'Ratu Sang Prabu']",Protagonist,73, Ratu sang prabu Punika mawasta gaga,0,0.0,1,1
96,Tokoh-1,"['Pan Angklung Gadang', 'Bapa Angklung Gadang', 'Pan Angklung Gadange', 'Angklung Gadang', 'I Angklung Gadang']",Antagonist,1,kacerita di desa Anu ada kone anak madan Pan Angklung Gadang,0,0.0,1,1
94,Tokoh-2,"['Ida Raden Galuh Daha', 'Ida Raden Galuh', 'Raden Galuh', 'Ida Raden Gal uh', 'I Galuh Daha', 'Cening Nanak Galuh']",Protagonist,4, Nuju pumamaning kapat Ida Raden Galuh Daha masucian ka taman sing dadi sampedina antuk biangida wireh ida tonden tutug duur,0,3.0,1,1
27,Tokoh-2,"['memene', 'Me', 'meme', 'Meme', 'i meme', 'memenne', 'memene I Belog']",Protagonist,33, Meme suba ngancan tua marasa suba gemba pesan tusing enu sanget mampuh magarapan,0,0.0,1,1
105,Tokoh-2,"['Ida Raden Galuh Daha', 'I Nanak Galuh', 'Raden Galuh', 'Ida Raden Galuh', 'Raden Galuhe', 'Raden Galuh', 'Galuh Daha', 'raden galuh', 'I Raden Galuhe', 'I Radem Galuh', 'i raden galuh', 'ratu Raden Galuh', 'galuh Daha', 'I Galuh Daha']",Protagonist,260, Koplek ya aru koplek wastran Ida I Raden Galuh,0,0.0,1,1
115,Tokoh-3,['I Badeng'],Protagonist,14, Ane mabulu selem adadina I Badeng,0,0.0,1,0
12,Tokoh-5,"['parekanidane', 'parekane', 'i parekan', 'parekan', 'I Parekan', 'Parekan-parekan']",Protagonist,13, Punika sane nyuratin tembok Cokor Dewa keto parekane,0,0.0,1,0
33,Tokoh-1,"['kedis sangsiah luh muani', 'i kedis', 'i kedise', 'Kedis Sangsiah', 'kedis']",Protagonist,3, Disubane pragat asri pesan pangenahne waluya buka bubune magantung di carawg kayune tegeh ngenjik misi bolongan ane dadi jalan i kedis pesu-mulih,0,5.0,1,1
74,Tokoh-1,"['I Jayaprana', 'Jayaprana', 'I Jayaprna', 'I jayaprana', 'Jayaprane']",Protagonist,41, Wake ne ngutus apang cai mati Dosan cai gede Cai ngelewatin tingkah wake Kurenan cai tuah dadi pegelahang jelema care wake Wake ne pantes ngelah Mati cai jani Jayaprana de pesan cai nagih ngelawan Wake jani ne ngelah Layonsari,0,-5.0,1,0
56,Tokoh-1,['I Lacur'],Protagonist,32, Laut mejalan I Lacur ka Puri Daha,0,0.0,1,0
10,Tokoh-9,"['Cening', 'ceninge', 'cening']",Protagonist,41, Sakewala antosang buin abulan pitung dina ditu meme bakal mapetin bibite teken cening,0,1.0,1,1
36,Tokoh-1,"['I Celempung', 'Celempung']",Antagonist,32, Niki kuluk tiange anggen boreh keto I Celempung matur teken jro kelian ane kadingehang teken para krama banjara makejang,0,6.0,1,1
53,Tokoh-7,['Para pacalang'],Protagonist,60, Para pacalang apanga magebagan tur ngronda,0,0.0,1,0
109,Tokoh-9,['Ida Sang Brahmana'],Protagonist,3, Jani kacerita Ida Sang Brahmana patut ngamedalang jatma adiri lakar kaanggen caru tetadahan I Detyabaka,0,4.0,1,0
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,25, Di sampune ayame seger sampun manut kagocek manut urah-arih ayam aduan kocap I Ngurah Rangsasa ngadu ayame ka genah tajen sane ageng tajen undangan kabaos,0,5.0,1,1
83,Tokoh-2,"['I Kekua', 'Kekua', 'I kekua']",Protagonist,23, I kekua baanga kulitne dogen,0,0.0,1,1
17,Tokoh-1,"['Ni Jepun', 'Dadong Jepun', 'Dadong', 'Dong']",Protagonist,42, Suba kedas makejang Dadong Jepun lantas nuju pancoran di durin umahne,0,4.0,1,1
87,Tokoh-4,"['Ida Bhatara Indra', 'Ida Batara Indra', 'Ida Bhatara Indrane']",Protagonist,17, Keto pawuwus Ida Batara Indra,0,0.0,1,0
55,Tokoh-4,"['I Bojog', 'bojog', 'Bojog', 'bojog cekah', 'I Bojog Ireng']",Antagonist,26, Jani masaut I Bojog Ireng Nah yadin suba keto eda sangsaya Jani icang lakar nyiatin I Macan Poleng sawireh suba liu masih burone ane matianga,0,1.0,1,1
88,Tokoh-1,"['Pan Brayut', 'De Brayut']",Protagonist,41, Disubane teka Pan Brayut mara lantas madaar sabarengan malelagaran ada gending-gending ada ngigel nyregseg muah ane len-lenan,0,0.0,1,0
12,Tokoh-1,"['Men Bekung', 'Men Bekunge', 'Men bekung']",Protagonist,97, Ditu lantas Men Bekung pesu,0,0.0,1,1
42,Tokoh-6,"['kedis curik lue muani', 'I Curik ane muani', 'curike ane luane', 'curike ane muani', 'jrone kedis curik', 'jrone', 'kedise', 'I kedis curik']",Protagonist,110, Buin masaut curike ane luane,0,0.0,1,0
77,Tokoh-6,"['Beli', 'beli']",Antagonist,23, I Macan masaut beli jejeh nepukin buron tawah,0,-3.0,1,1
45,Tokoh-6,"['I empas', 'i empas', 'empas']",Protagonist,4, Telaga pinaka genah ipun i empas punika mawasta taman Kumuda Wati,0,0.0,1,1
80,Tokoh-10,"['jero pecalang', 'jerone', 'jero pecalang']",Protagonist,8, Tiang nenten uning sane ngawinang jerone sane patut ngayunin sampunang uju-uju duka ring dewek titian,0,4.0,1,0
49,Tokoh-3,['timpalne'],Protagonist,14, Giatang te masesangi keto kone timpalne,0,0.0,1,0
36,Tokoh-3,"['Kelian banjar', 'Jro Kelian Banjar', 'jro kelian', 'Jro kelian', 'jero kelian', 'jrone', 'jro kelian banjar']",Antagonist,30, Sane malih siu nanggu domas mangda jro kelian naurang tiang dumun,0,0.0,1,1
47,Tokoh-5,"['I Macam', 'I Macan', 'Macan']",Antagonist,28, Ngencolang I Jaran malaib ajaka panakne ngalih tongos ane silib apang tusing tepukina ban I Macan,0,0.0,1,1
30,Tokoh-1,['Pan Meri'],Protagonist,1,Ada katuturan satua pangangon bebek madan Pan Meri,0,0.0,1,0
43,Tokoh-3,"['I Durma', 'I durma', 'Cening Durma', 'cening Durma', 'cening']",Protagonist,32, Ditu laut I Durma kaangen parekan di puri kadadiang panyarikan sedehan agung purine,0,0.0,1,1
3,Tokoh-8,"['Sang Arjuna', 'I Arjuna']",Antagonist,8, Sang Arjuna pacang nunas kesaktian mangda molih ring payudan,0,0.0,1,0
111,Tokoh-2,"['paksi Muun', 'i paksi Muun', 'Sang Muun']",Antagonist,16, Ngraris Sang Muun nedunang miwah Sang Lanjana ngincegang nyokcok tendas ipun ngantos maklupakan kulit tendasipune,0,0.0,1,0
97,Tokoh-6,['timpalne'],Antagonist,89, Buin makruna timpalne Jalan suba aba ka pura desa ditu nyen bani ngutang bangkaan,0,2.0,1,0
111,Tokoh-3,"['paksi Lanjana', 'Sang Lanjana']",Protagonist,6, Nimbal Sang Lanjana tuin iba dadi ratu kai tuara samang mratu teken iba buina kai tonden taen kalah baan iba tuin iba gede bacin ibane tuara gedenan teken bacin kai tuin iba makampid lumbang tusing edalem kai yen matepuk makeber,0,2.0,1,0
20,Tokoh-9,"['okan-okane', 'okane']",Protagonist,25, Sabilang lebeng abungkul sampun ajenga teken okane,0,1.0,1,0
89,Tokoh-2,"['Men Tiwas', 'Tiwas']",Protagonist,12, Masaut Men Tiwas Yeh baase ituni suba jakan tiang,0,-2.0,1,1
34,Tokoh-1,['I Botol'],Protagonist,39, Mara keto abetne I Sikep lega pesan kenehne I Samong tur suba sedia lakar nyarap I Botol,0,0.0,1,0
69,Tokoh-2,"['I Siput', 'I Siputane', 'Siput']",Protagonist,17, Nanging I Siput suba nawang tekening bikasne I Kancil Lantas ngaukin timpal-timpalne,0,0.0,1,1
9,Tokoh-1,"['I Belog', 'Belog']",Antagonist,49, Jani I Belog nongos jumahne padidina tusing ada anak ajaka ngomong,0,-4.0,1,1
16,Tokoh-6,"['I Lembu', 'Lembu']",Protagonist,22, Salantang jalan cai ngeling Diolas tulungin icang Lembu Ada tulang nyelekak di kolongan icange,0,0.0,1,0
106,Tokoh-1,"['Ingtai Nyonyah', 'Nyonyah Ingtai', 'Nyonyah Ingati', 'Ni Ingtai', 'I Nyonyah Ingtai', 'Ni Nyonyah', 'Ni Nyonyah Ingtai']",Antagonist,4, Raris Nyonyah Ingtai memargi saha nyineb raga mabusana utawi mapayas sakadi anak lanang,0,0.0,1,0
114,Tokoh-3,['I Sidem'],Antagonist,14, Yening Ida nenten makayunan cai tusing lekad ka gumine Apa petang cai mara Tusing lekad ka gumine keto saut I Sidem salah tampi,0,0.0,1,0
22,Tokoh-1,"['I Kedis Puuh', 'I Puuh']",Protagonist,6, Ento ane mekada yen semengan I Kedis Puuh ilang ngalih tetedan,0,0.0,1,0
118,Tokoh-6,"['anake luh ento', 'anake luh', 'Ane luh', 'anake eluh ento', 'anake ento']",Protagonist,51, Ane luh masih ia tusing ngiring buka pangandikan Ida Anake Agung,0,0.0,1,0
101,Tokoh-3,"['Liu anake', 'liu anake', 'anak makita matakon']",Antagonist,45, geles gaen ento Tusing buungan liu anake ngaden Pan Mangut jelema sakti keto masi liu anake ngaden Pan Mangut liu ngelah paica gagemet sasabukan,0,5.0,1,1
96,Tokoh-5,"['Jro Kelian', 'Jero Kelian', 'Jero Klian', 'Jero Kalian', 'jero', 'jerone']",Antagonist,114, Dening suba tuara kaleganin ban banjare Pan Angklung Gadang buin matur teken Jero Klian Inggih Jero Klian ndawegang antosang malih ajebos kewanten tiang jagi ngaturin ajengan Jero Klian,0,4.0,1,1
44,Tokoh-1,"['i empas luh muani', 'I Empas ajaka dadua luh muani', 'empas ajak dadua', 'I Empas ajaka dadua', 'I Empas makadadua', 'empase ajak dadua']",Antagonist,28, Nah yan suba igum pawilangan Beli Embok Empas ajak dadua icang tuah nuutin dogen,0,0.0,1,0
117,Tokoh-2,"['memene', 'meme', 'i meme', 'memenne', 'Meme', 'Memenne', 'memenne I Ketimun Mas', 'Men Ketimun Mas']",Protagonist,52, Jani kacerita memenne I Ketimun Mas mara teka uli di peken,0,0.0,1,1
89,Tokoh-1,['Men Sugih'],Antagonist,14, Nasine ane makire lebeng ento laut juanga konyang ka pancine abana mulih baan Men Sugih,0,2.0,1,0
21,Tokoh-3,"['bapane I Getap', 'bapane', 'Bapane I Getap']",Protagonist,31, I Getap lantas malaib nuju carikne ngalih meme bapane,0,0.0,1,0
20,Tokoh-14,"['raksasa', 'I Raksasa']",Antagonist,84, I Raksasa ngemasin mati ulian kabelogane,0,-4.0,1,1
89,Tokoh-2,"['Men Tiwas', 'Tiwas']",Protagonist,17, Men Tiwas bengong mapangenan baan lacurne buka keto,0,-2.0,1,1
20,Tokoh-13,"['raden galuh', 'Raden Galuh', 'Raden Galuh Pitu', 'galuh pepitu', 'Galuh Pitu', 'Ida Raden Galuh', 'Raden Galuh pitu', 'galuh pitu punika', 'Raden Galuh ajaka papitu', 'Raden Galuh makasami', 'Raden Galuh Pitu makasami']",Antagonist,49, Raden Galuh Pitu makejang angob ningalin kasugihane I Raksasa,0,0.0,1,1
71,Tokoh-1,['I Pudak'],Antagonist,54, Makelo-kelo I Pudak suba tuwe kadi rasa majalan suba tusing ngidang,0,0.0,1,0
46,Tokoh-4,"['Ni Sukesti', 'I Sukasti', 'Ni Sukasti']",Protagonist,6, Ni Sukesti jegeg pesan pangadege lanjar susune nyangkih kenyeme manis liate buka tatit boke demdem tur samah yen sawangang di suargan satsat dedari Nilotama,0,5.0,1,0
9,Tokoh-1,"['I Belog', 'Belog']",Antagonist,1,Kacerita ada anak muani belog madan I Belog,0,-10.0,1,1
115,Tokoh-2,"['Ni Luh Lancah', 'Luh Lancah', 'Luh LAncah']",Antagonist,95, Luh Lancah ka bengbengan I Badeng gabaga misi taluh abungkul gabaga bengbengan I Biing misi taluh abungkul jemaka,0,0.0,1,1
17,Tokoh-1,"['Ni Jepun', 'Dadong Jepun', 'Dadong', 'Dong']",Protagonist,49, Repot padidian Dadong Jepun maspasin saang di tengah alase,0,-4.0,1,1
105,Tokoh-8,"['I Sampi Wadak', 'I Sampi', 'Jro Sampi', 'I Sampine', 'Sang Sampi', 'Sampi', 'I sampi', 'I sampi wadak', 'sampi wadak', 'I Sampi Wadake']",Protagonist,84, Jani napak kone suba I sampi beten umah I Lutung kebris-kebris ngipuang tandukne,0,0.0,1,1
108,Tokoh-8,"['pandita', 'Sang Pandita', 'Ida Sang pandita Bekung', 'sang Pandita', 'Ida bekung']",Protagonist,23, Sane kapaku sara rahinane punika ngaturang caru tan sios wantah Ida Sang pandita Bekung ring ajeng,0,0.0,1,1
118,Tokoh-3,"['kurenan I Agete', 'kurenane']",Protagonist,49, Laut Ida ngutus papatih Idane kanikayang natasin kema tur suba kanikayang mamadik kurenan I Agete,0,0.0,1,0
67,Tokoh-7,"['I Kedis Goak', 'I Goak', 'Goak']",Antagonist,66, Cai mula timpal ane sujati ada ri kala suka muang duka Icang ngaturang suksma tekening cai Goak,0,0.0,1,0
94,Tokoh-2,"['Ida Raden Galuh Daha', 'Ida Raden Galuh', 'Raden Galuh', 'Ida Raden Gal uh', 'I Galuh Daha', 'Cening Nanak Galuh']",Protagonist,34, Kasuen-suen suba paek sengker idane ditu lantas Ida Raden Galuh buin masiluman dadi anak bajang,0,2.0,1,1
96,Tokoh-5,"['Jro Kelian', 'Jero Kelian', 'Jero Klian', 'Jero Kalian', 'jero', 'jerone']",Antagonist,106, Nah suba kone keto lantas Jero Klian nlatarang unduk tekan krama banjare Nah Bapa Angklung Gadang Bapa mutranin pipis banjar buatan siu,0,0.0,1,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,38, Bukite sane alit genah Ida Ngurah Rangsasa makerti kawastanin Bukit Rangsasa samaliha mangkin kawangunin pura kawastanin Pura Rangsasa,0,4.0,1,0
13,Tokoh-4,['Bhatara Wisnu'],Protagonist,11, Bhatara Wisnu tedun tur masabda,0,0.0,1,0
103,Tokoh-2,"['Raden Jajarpikatan', 'Ida Raden Jajarpikatan']",Antagonist,8, Wenten paksi siung paling andap neda punika tulup Ida keni kibulipun sambiah kari tumanceb kabeberang antuk paksi katinutin antuk Raden Jajarpikatan,0,0.0,1,0
96,Tokoh-11,"['I Wayan Sebetan', 'Jero Wayan']",Protagonist,90, Uling sekat ento I Wayan Sebetan tusing pati juari pesu nganggur dulurin liu anake pada nyenggakang kene sesenggakanne Sasukate ngelah punyan pipis taen ngelek tain cicing,0,1.0,1,0
27,Tokoh-1,"['I Belog', 'Belog']",Antagonist,82, Kacerita jani sawireh mula ngelah geginan macul sai-sai kone I Belog matekap di umanne,0,-5.0,1,1
92,Tokoh-2,['Pan Bergah'],Antagonist,21, Pan Bergah sai-sai nyidaang ngadep saang i dewek wah ngapuan nyidaang madagang tur bedikan maan pipis,0,0.0,1,0
105,Tokoh-1,"['Ida Sang Prabhu', 'Ida Sang Prabhune', 'Ida sang Prabhu', 'Prabhune']",Protagonist,20, Tan kacerita Ida Sang Prabhune di Daha sungsut kacritanan jani Raden Galuh ulung di tengah alase wayah,0,0.0,1,1
41,Tokoh-5,"['Ulame sane ageng punika', 'ulame punika', 'Ulame punika', 'ulam mewarna selem']",Protagonist,26, Ulame sane ageng punika menampekin perahune I Congeh prajani I Congeh ngejer ngetor babuyutan sing kodag bana naanang jejeh atin ipune,0,2.0,1,0
67,Tokoh-1,"['sampi', 'i sampi', 'I Sampi']",Antagonist,41, I Sampi ngebeg-ngebegang matane di pundukane nanging seletan matane tusing ka sisi,0,0.0,1,1
38,Tokoh-1,"['cicing', 'I Cicing', 'cicinge']",Protagonist,5, Nah tegarang kai nyaluk tanduk ibane pangus apa tusing Sawireh I Cicing mula buron bares dadi baanga kone nyilih tandukne Tusing nyidang nuturang buat kaliangan keneh I Kambinge apa buin sasubane orahanga ia pangus nganggo tanduk,0,0.0,1,1
106,Tokoh-1,"['Ingtai Nyonyah', 'Nyonyah Ingtai', 'Nyonyah Ingati', 'Ni Ingtai', 'I Nyonyah Ingtai', 'Ni Nyonyah', 'Ni Nyonyah Ingtai']",Antagonist,20, Duk punika Ni Nyonyah durung nagingin tresna asih nyane I Babah Sampik,0,0.0,1,0
105,Tokoh-2,"['Ida Raden Galuh Daha', 'I Nanak Galuh', 'Raden Galuh', 'Ida Raden Galuh', 'Raden Galuhe', 'Raden Galuh', 'Galuh Daha', 'raden galuh', 'I Raden Galuhe', 'I Radem Galuh', 'i raden galuh', 'ratu Raden Galuh', 'galuh Daha', 'I Galuh Daha']",Protagonist,151, Nggih kwala jani Raden Galuh anak nu alit tyang ngubuin malu,0,4.0,1,1
113,Tokoh-11,"['Ida Sang Maharesi', 'Ida Sang Resi', 'ida sang maharesi']",Protagonist,4, Sarauh ida ring pasraman gelis Ida Sang Maharesi matur panyapa,0,4.0,1,1
107,Tokoh-2,"['Ida Sang Prabhu', 'sang Prabhu', 'Sang Prabhu', 'Sang Prabu', 'Ida Sang Prabu', 'Dewa Sang Prabhu', 'I Dewa']",Antagonist,36, Mireng raosne I Kambing buka keto prajani Ida Sang Prabu eling ring angga tuah saja tusing perlu nyatyanin rabi sawireh Ida sampun jagi nyunggi sunialoka melahan Ida ngayasang panjak ane kalintang subakti ring linggih Ida,0,5.0,1,1
89,Tokoh-2,"['Men Tiwas', 'Tiwas']",Protagonist,11, Ngenggalang ia ka umah Men Tiwase laut ngomong Ih cai Tiwas ene icang maan kutu aukud jani mai uliang baas icange ituni,0,-1.0,1,0
61,Tokoh-7,"['retunne', 'ratunne', 'ratun katak', 'ratun katake', 'Ratun Katake', 'I Ratun Katak']",Antagonist,31, Buin ia nyekenang Aduh Ratun Katak jani icang tuah nuutin apa ane ketitah Ida Bhatara Brahma,0,0.0,1,0
118,Tokoh-5,"['Ida Anake Agung', 'anake agung']",Antagonist,55, apa kaden ramen siatne I Aget ngiring Ida Anake Agung saling tumbak saling lantig masih tuara ada karoan ane kalah,0,0.0,1,1
36,Tokoh-3,"['Kelian banjar', 'Jro Kelian Banjar', 'jro kelian', 'Jro kelian', 'jero kelian', 'jrone', 'jro kelian banjar']",Antagonist,26, I Celempung lantas matur tekening Jro Kelian Banjar Nawegang titiang jro kelian titiang nunas ampura santukan tiang kadat rauh,0,4.0,1,1
116,Tokoh-3,"['Meng Kuuk', 'Jero Meong', 'I Meng Kuuk', 'jero para meong']",Antagonist,72, I Doglagan makeber sambilanga ngendingin I Meng Kuuk,0,0.0,1,1
46,Tokoh-10,"['I Wayan Tirta', 'I Tirta', 'Wayan Tirta', 'beli Wayan Tirta']",Antagonist,28, Masaut I Made Tanu Beli tiang mula uli jumah teka mai bakal nunas ica teken beli apang I Tirta ja anggon mantu ajak ia dini ajahin kanggo jua beli tiang belog jugul tur maimbuh tiwas,0,-7.0,1,0
84,Tokoh-2,"['I kambing', 'kambing', 'I Kambing']",Antagonist,2, I Lutung munyine manis nyapatin Yeh sedeng melaha I Kambing dini,0,3.0,1,1
110,Tokoh-2,['Sang Muun'],Antagonist,27, Amuncen geden tain ibane Mare keto Sang Lanjana laut kirig-kirig tumuli makecos di duur tain kebone sambilange ngomong Ih iba Sang Muun,0,1.0,1,0
12,Tokoh-12,"['Ni Cili', 'Cili']",Antagonist,43, Disubane pules I Raksasa aliha buin I Bintang Lara teken Ni Cili,0,0.0,1,1
73,Tokoh-2,"['I Sigara', 'I Segara', 'Sigara']",Protagonist,28, Makesiab I Sigara ningalin anake lingsir ento nyeleg di arepne lantas ia matakon kene Ampurayang tiang jero anak lingsir,0,-2.0,1,1
63,Tokoh-6,"['adin-adinne', 'Adi-adinne', 'adinne']",Protagonist,32, Nanging lacur makejang adinne ngemasin mati kena pangindrajalan I Mandalane,0,-4.0,1,0
79,Tokoh-1,"['I Kidang', 'I Kidange', 'kidang', 'Kidang']",Protagonist,13, Keto munyin I Cekceke lantas I Kidang nyak ajaka buin maninne matanding,0,0.0,1,1
95,Tokoh-4,"['Sangiang Narayana', 'Sang']",Protagonist,4, Sang kandikayang sagerehan mamargi nyujur Ksirarnawane,0,0.0,1,0
6,Tokoh-2,"['I Blenjo', 'Blenjo', 'Njo']",Antagonist,97, Njo Njo ene jani olah tendas celenge gaenang basa gede malu,0,2.0,1,0
105,Tokoh-2,"['Ida Raden Galuh Daha', 'I Nanak Galuh', 'Raden Galuh', 'Ida Raden Galuh', 'Raden Galuhe', 'Raden Galuh', 'Galuh Daha', 'raden galuh', 'I Raden Galuhe', 'I Radem Galuh', 'i raden galuh', 'ratu Raden Galuh', 'galuh Daha', 'I Galuh Daha']",Protagonist,197, Ne jemakin baase Lutung ne cetik mani sajaan men ajak Raden Galuh mai da melog-me log,0,0.0,1,1
101,Tokoh-3,"['Liu anake', 'liu anake', 'anak makita matakon']",Antagonist,47, Saget ada anak makita matakon kengken unduke dadi Pan Mangut bisa ngelah bayu gede amonto apake mirib ada rahasiane,0,2.0,1,0
71,Tokoh-3,['Ni Tuwung Kuning'],Protagonist,23, Pianakne adanina Ni Tuwung Kuning,0,0.0,1,0
120,Tokoh-3,"['I Pekak Dukuh', 'I Pekak', 'I Pekak dukuh', 'I pekak dukuh', 'dukuh']",Protagonist,36, cai suba gaenanga basa teken I Pekak dukuh sing ja buungan cai bakal tampaha turmaning anggona lawar,0,0.0,1,1
10,Tokoh-3,"['Ida Sang Prabu', 'Ida Sang prabu', 'sang prabu', 'ida sang prabu', 'Ratu sang prabu', 'Ratu Sang Prabu']",Protagonist,46, Makejang kandikayang ngaturang bibit padine cartur warna ring ida sang prabu,0,0.0,1,1
105,Tokoh-11,"['Me Lutung', 'I Lutung', 'Lutung', 'Men Lutunge', 'I Lutunge', 'meme Lutung', 'me Lutung']",Protagonist,198, Nah jemakin lantas baase mwah cetike teken I Lutung lantas ya ngenggalang ya mulih ngaba baase,0,0.0,1,1
51,Tokoh-1,"['I Keker', 'Keker', 'I keker']",Protagonist,9, Aduh Keker ajak ja wake kema pang misian gigis awak wakene,0,0.0,1,0
105,Tokoh-12,"['Ratu Dewa Ayu', 'I Dewa Ayu', 'Ratu dewa ayu', 'dewa ayu', 'ratu dewa ayu']",Protagonist,232, Sayang dewa ayu sayang sampunang nangis,0,13.0,1,0
48,Tokoh-1,"['Kasiapa Kepuh', 'Kasiape Kepuh', 'I Kasiape Kepuh', 'punyan Kasiape Kepuh']",Antagonist,3, Raris ipun metakon ring Kasiape Kepuh,0,0.0,1,0
104,Tokoh-2,['Sang Prabhu Dasaratha'],Protagonist,13, Sang Prabhu Dasaratha suba medal uli purian lantas ngranjing di paseban tur malinggih di kursi singgasana kaprabone,0,0.0,1,0
12,Tokoh-15,"['Dewi Supraba', 'dedari Supraba', 'Ida Dedari Supraba', 'Ni Supraba', 'Ni supraba', 'dedari Suprabane']",Protagonist,136, Mara keto lantas ngandika Ni supraba Bintang Lara da keweh-keweh lamun nira nu dini kema jani alihang bontang jagung liunang tur lantas celek-celekang di duur pamesuane embatin lantas sabuk ilehang ditu di duur jelanane tur tekedang kampike,0,4.0,1,1
89,Tokoh-3,"['Sang Kidang', 'kidang']",Protagonist,27, Suud keto Sang Kidang ilang Men Tiwas kendel pesan lantas mulih,0,-2.0,1,1
99,Tokoh-14,"['bikule', 'bikul', 'I bikul', 'bikule totonan', 'bikul', 'bikule ento']",Antagonist,63, Kacerita bikule cicicnge miwah I meyong pejalane ajake tetelu dadi bakatange bungkunge ento,0,0.0,1,0
115,Tokoh-6,"['I Saa-sangkur', 'Saa-sangkur', 'I Siap Saa-sangkur', 'Siap I Saa-sangkur']",Protagonist,138, Juka I Saa-sangkur,0,0.0,1,1
55,Tokoh-2,"['I Macang Poleng', 'I Macan']",Antagonist,76, I Macan ngaden lawat ibane ento macan ane lenan ane oranga teken I Kidang,0,1.0,1,0
118,Tokoh-1,['I Aget'],Protagonist,59, Makelo-kelo makejang panjakne Ida Anake Agung ane suba lina bakti kapining I Aget,0,0.0,1,0
20,Tokoh-14,"['raksasa', 'I Raksasa']",Antagonist,71, Kacerita jani suba madan abulan pitung dina I Raksasa pules aris ditu lantas ia bangun,0,1.0,1,1
27,Tokoh-1,"['I Belog', 'Belog']",Antagonist,89, Suba kone teked di tukade makancut ginting kone I Belog,0,-5.0,1,1
6,Tokoh-3,['tukang jaring tokal muah be bano'],Protagonist,7, Dugese ento ada kone tukang jaring tokal muah be bano mara ngasisiang jukung,0,0.0,1,0
28,Tokoh-2,"['Pan Sari', 'Pan sari']",Antagonist,20, Sawireh keto nyeleati Pan Sari tur sirep duur pundukane,0,0.0,1,1
99,Tokoh-15,"['timpal-timpalne', 'timpalne']",Antagonist,68, Mesaut lantas I meyong tekening I bikul kene cicing awake terserah cai dogen kenken ja baan cai awake lakar nuutang cai dogen been lantas ngomong cicinge ento nah yen keto bungkunge lakar dangkal awake cai meyong duur awake ngoyong cai bikul di duur meyonge ngoyong kewala enden di tengah tukade de pesan cai ngomong Nah keto padee timpalne mesaut,0,2.0,1,0
89,Tokoh-2,"['Men Tiwas', 'Tiwas']",Protagonist,22, Sedek dina anu Men Tiwas luas ka alase krasak-krosok ngalih saang,0,-2.0,1,1
68,Tokoh-3,"['Ida Batara', 'Ratu Bhatara']",Protagonist,7, Buin ngandikan Ida Bhatara yen saja cai ririh ngambar indayang jani kurenan gelahe gambar Yen patuh ja Ratu Bhatara yen icen ja titiang ngeton warnan rabin Ratu Bhatara titiang ngiring pakayunan,0,0.0,1,0
31,Tokoh-1,"['I Belog', 'belog']",Antagonist,19, Memene ngomong Ih belog encen bebeke Masaut I Belog maan ja icang meli bebek nanging puyung icang adepina teken dagang bebeke,0,-9.0,1,1
