story_id,person,aliases,type,sentence_id,text,mention_count,word_count,text_prev,text_next,bert_context,is_primary_in_sentence
4,Tokoh-1,['Ijo Sambu'],Protagonist,1,Wenten kocap katuturan satua saking jagat Jembrana sane sampun lumbrah kabaosang antuk para janane sane seneng ka tajen wenten kabaos ayam ijo sane mawasta Ijo Sambu nanging kawentenane arang pisan .,2,54.0,,Rupanipun ijo masuku biru matanipun ireng kadi makukus muanipun ireng mianaan tegilipun putih semu kuning kadi malem ikuh manukipun putih .,[SEP] Wenten kocap katuturan satua saking jagat Jembrana sane sampun lumbrah kabaosang antuk para janane sane seneng ka tajen wenten kabaos ayam ijo sane mawasta Ijo Sambu nanging kawentenane arang pisan . [SEP] Rupanipun ijo masuku biru matanipun ireng kadi makukus muanipun ireng mianaan tegilipun putih semu kuning kadi malem ikuh manukipun putih .,1
4,Tokoh-1,['Ijo Sambu'],Protagonist,37,Punika mawinan yan pade wenten mangkin ayam marupa kadi ring ajeng kabaos Ijo Sambu wireh matehin warnin ayam paican Ida Sanghyang Sambu .,2,54.0,Ayam punika raris kapicayang ring arinidane Ida Ngurah Sawe .,Bukite sane alit genah Ida Ngurah Rangsasa makerti kawastanin Bukit Rangsasa samaliha mangkin kawangunin pura kawastanin Pura Rangsasa .,Ayam punika raris kapicayang ring arinidane Ida Ngurah Sawe . [SEP] Punika mawinan yan pade wenten mangkin ayam marupa kadi ring ajeng kabaos Ijo Sambu wireh matehin warnin ayam paican Ida Sanghyang Sambu . [SEP] Bukite sane alit genah Ida Ngurah Rangsasa makerti kawastanin Bukit Rangsasa samaliha mangkin kawangunin pura kawastanin Pura Rangsasa .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,3,Kawentenanne kadi punika pecak sane dumun wenten ratu lintang wibuh mabiseka I Ngurang Rangsasa Anak Agung ring Pecangakan .,48,351.0,Rupanipun ijo masuku biru matanipun ireng kadi makukus muanipun ireng mianaan tegilipun putih semu kuning kadi malem ikuh manukipun putih .,Kabaosang Pecangakan duaning ring genahe punika kocap pinaka genah paksi Cangak medem .,Rupanipun ijo masuku biru matanipun ireng kadi makukus muanipun ireng mianaan tegilipun putih semu kuning kadi malem ikuh manukipun putih . [SEP] Kawentenanne kadi punika pecak sane dumun wenten ratu lintang wibuh mabiseka I Ngurang Rangsasa Anak Agung ring Pecangakan . [SEP] Kabaosang Pecangakan duaning ring genahe punika kocap pinaka genah paksi Cangak medem .,0
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,5,Ida Anak Agung Ngurah Rangsasa sakadi parab idane tan wenten pisan ngamanggehang darma ida seneng makaklecan .,48,351.0,Kabaosang Pecangakan duaning ring genahe punika kocap pinaka genah paksi Cangak medem .,Yan sampun katandes tan pisan ida sayang ring raja brana kantos telas artabranan idane anggen ida matoh ngulurin daging pakayunan brahmantia .,Kabaosang Pecangakan duaning ring genahe punika kocap pinaka genah paksi Cangak medem . [SEP] Ida Anak Agung Ngurah Rangsasa sakadi parab idane tan wenten pisan ngamanggehang darma ida seneng makaklecan . [SEP] Yan sampun katandes tan pisan ida sayang ring raja brana kantos telas artabranan idane anggen ida matoh ngulurin daging pakayunan brahmantia .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,11,kacerita di sampune tengah wengi nedeng sepi Ida Anak Agung Ngurah Rangsasa raris mamargi ka alase .,48,351.0,Glisin satua Ida I Ngurah Sawe tan tulak ring pakayunan rakanidane .,Rauh ring alase wenten bukit alit i rika ida nangun kerti mangastawa ring Ida Betara .,Glisin satua Ida I Ngurah Sawe tan tulak ring pakayunan rakanidane . [SEP] kacerita di sampune tengah wengi nedeng sepi Ida Anak Agung Ngurah Rangsasa raris mamargi ka alase . [SEP] Rauh ring alase wenten bukit alit i rika ida nangun kerti mangastawa ring Ida Betara .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,14,Saking sidi pangastawanidane wantah asasih lintang pitung rahina ida mamuja raris tedun Ida Sanghyang Sambu nyakala ngandika ring Ida Anak Agung Ngurah Rangsasa .,48,351.0,Mungguing tetujonidane mayasa sane pinih utama tan wenten tios wantah mangda mrasidayang ida jaya sajeroning makaklecan .,Ngurah apa kabuatang Ngurah dini nangun tapa I Ngurah Rangsasa raris macingakan ulap panyuryanidane suesue raris terang kacingak i rika wau ida matur saha sembah .,Mungguing tetujonidane mayasa sane pinih utama tan wenten tios wantah mangda mrasidayang ida jaya sajeroning makaklecan . [SEP] Saking sidi pangastawanidane wantah asasih lintang pitung rahina ida mamuja raris tedun Ida Sanghyang Sambu nyakala ngandika ring Ida Anak Agung Ngurah Rangsasa . [SEP] Ngurah apa kabuatang Ngurah dini nangun tapa I Ngurah Rangsasa raris macingakan ulap panyuryanidane suesue raris terang kacingak i rika wau ida matur saha sembah .,0
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,15,Ngurah apa kabuatang Ngurah dini nangun tapa I Ngurah Rangsasa raris macingakan ulap panyuryanidane suesue raris terang kacingak i rika wau ida matur saha sembah .,48,351.0,Saking sidi pangastawanidane wantah asasih lintang pitung rahina ida mamuja raris tedun Ida Sanghyang Sambu nyakala ngandika ring Ida Anak Agung Ngurah Rangsasa .,Naweg agung sinampura ring bukpadan Paduka Betara maawinan titiang i riki nangun tapa tan wenten tios pangastutin titiang riantuk kulub titiang ngempu jagat ngulurin manah momo demen dados bebotoh mapuara lacur rauhing panegara tambis telas adol titiang .,Saking sidi pangastawanidane wantah asasih lintang pitung rahina ida mamuja raris tedun Ida Sanghyang Sambu nyakala ngandika ring Ida Anak Agung Ngurah Rangsasa . [SEP] Ngurah apa kabuatang Ngurah dini nangun tapa I Ngurah Rangsasa raris macingakan ulap panyuryanidane suesue raris terang kacingak i rika wau ida matur saha sembah . [SEP] Naweg agung sinampura ring bukpadan Paduka Betara maawinan titiang i riki nangun tapa tan wenten tios pangastutin titiang riantuk kulub titiang ngempu jagat ngulurin manah momo demen dados bebotoh mapuara lacur rauhing panegara tambis telas adol titiang .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,17,Sane mangkin banget pinunas titiang ring singgih Betara mangda sueca Paduka Betara micayang kasidian sadia titiang menang makaklecan Wau asapunika pinunas I Ngurah Rangsasa Ida Sanghyang Sambu ledang tur arsa pisan ring kawentenanidane raris ngandika Nah jani manira maang Ngurah siap aukud ento gocek .,48,351.0,Naweg agung sinampura ring bukpadan Paduka Betara maawinan titiang i riki nangun tapa tan wenten tios pangastutin titiang riantuk kulub titiang ngempu jagat ngulurin manah momo demen dados bebotoh mapuara lacur rauhing panegara tambis telas adol titiang .,Yan suba budal walan Ngurahe marupa arta brana bantas atenga mareren nyen Ngurah makaklecan mapan tan wenang anake dadi Bupati ngalih kasukan saking matajen Wus mawuwus asapunika raris Ida Sanghyang Sambu ngambil watu saha kapuja dados ayam ijo biru mata ireng kadi makukus tegil putih kadi malem bulu manukipun putih mua ireng .,Naweg agung sinampura ring bukpadan Paduka Betara maawinan titiang i riki nangun tapa tan wenten tios pangastutin titiang riantuk kulub titiang ngempu jagat ngulurin manah momo demen dados bebotoh mapuara lacur rauhing panegara tambis telas adol titiang . [SEP] Sane mangkin banget pinunas titiang ring singgih Betara mangda sueca Paduka Betara micayang kasidian sadia titiang menang makaklecan Wau asapunika pinunas I Ngurah Rangsasa Ida Sanghyang Sambu ledang tur arsa pisan ring kawentenanidane raris ngandika Nah jani manira maang Ngurah siap aukud ento gocek . [SEP] Yan suba budal walan Ngurahe marupa arta brana bantas atenga mareren nyen Ngurah makaklecan mapan tan wenang anake dadi Bupati ngalih kasukan saking matajen Wus mawuwus asapunika raris Ida Sanghyang Sambu ngambil watu saha kapuja dados ayam ijo biru mata ireng kadi makukus tegil putih kadi malem bulu manukipun putih mua ireng .,0
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,18,Yan suba budal walan Ngurahe marupa arta brana bantas atenga mareren nyen Ngurah makaklecan mapan tan wenang anake dadi Bupati ngalih kasukan saking matajen Wus mawuwus asapunika raris Ida Sanghyang Sambu ngambil watu saha kapuja dados ayam ijo biru mata ireng kadi makukus tegil putih kadi malem bulu manukipun putih mua ireng .,48,351.0,Sane mangkin banget pinunas titiang ring singgih Betara mangda sueca Paduka Betara micayang kasidian sadia titiang menang makaklecan Wau asapunika pinunas I Ngurah Rangsasa Ida Sanghyang Sambu ledang tur arsa pisan ring kawentenanidane raris ngandika Nah jani manira maang Ngurah siap aukud ento gocek .,Manuke punika raris kapicayang ring I Ngurah Rangsasa .,Sane mangkin banget pinunas titiang ring singgih Betara mangda sueca Paduka Betara micayang kasidian sadia titiang menang makaklecan Wau asapunika pinunas I Ngurah Rangsasa Ida Sanghyang Sambu ledang tur arsa pisan ring kawentenanidane raris ngandika Nah jani manira maang Ngurah siap aukud ento gocek . [SEP] Yan suba budal walan Ngurahe marupa arta brana bantas atenga mareren nyen Ngurah makaklecan mapan tan wenang anake dadi Bupati ngalih kasukan saking matajen Wus mawuwus asapunika raris Ida Sanghyang Sambu ngambil watu saha kapuja dados ayam ijo biru mata ireng kadi makukus tegil putih kadi malem bulu manukipun putih mua ireng . [SEP] Manuke punika raris kapicayang ring I Ngurah Rangsasa .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,19,Manuke punika raris kapicayang ring I Ngurah Rangsasa .,48,351.0,Yan suba budal walan Ngurahe marupa arta brana bantas atenga mareren nyen Ngurah makaklecan mapan tan wenang anake dadi Bupati ngalih kasukan saking matajen Wus mawuwus asapunika raris Ida Sanghyang Sambu ngambil watu saha kapuja dados ayam ijo biru mata ireng kadi makukus tegil putih kadi malem bulu manukipun putih mua ireng .,Di sampune ayame punika katunas antuk I Ngurah Rangsasa Ida Sanghyang Sambu raris mur ka ambarane tan wenten kanten .,Yan suba budal walan Ngurahe marupa arta brana bantas atenga mareren nyen Ngurah makaklecan mapan tan wenang anake dadi Bupati ngalih kasukan saking matajen Wus mawuwus asapunika raris Ida Sanghyang Sambu ngambil watu saha kapuja dados ayam ijo biru mata ireng kadi makukus tegil putih kadi malem bulu manukipun putih mua ireng . [SEP] Manuke punika raris kapicayang ring I Ngurah Rangsasa . [SEP] Di sampune ayame punika katunas antuk I Ngurah Rangsasa Ida Sanghyang Sambu raris mur ka ambarane tan wenten kanten .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,20,Di sampune ayame punika katunas antuk I Ngurah Rangsasa Ida Sanghyang Sambu raris mur ka ambarane tan wenten kanten .,48,351.0,Manuke punika raris kapicayang ring I Ngurah Rangsasa .,kacerita gelisin satua enggal I Ngurah Rangsasa mangkin budal sasampune nyakupang kara kalih matur suksma ring Ida Sanghyang Sambu duaning sampun kapicain ayam maules .,Manuke punika raris kapicayang ring I Ngurah Rangsasa . [SEP] Di sampune ayame punika katunas antuk I Ngurah Rangsasa Ida Sanghyang Sambu raris mur ka ambarane tan wenten kanten . [SEP] kacerita gelisin satua enggal I Ngurah Rangsasa mangkin budal sasampune nyakupang kara kalih matur suksma ring Ida Sanghyang Sambu duaning sampun kapicain ayam maules .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,21,kacerita gelisin satua enggal I Ngurah Rangsasa mangkin budal sasampune nyakupang kara kalih matur suksma ring Ida Sanghyang Sambu duaning sampun kapicain ayam maules .,48,351.0,Di sampune ayame punika katunas antuk I Ngurah Rangsasa Ida Sanghyang Sambu raris mur ka ambarane tan wenten kanten .,Sasampune rauh ring purian ayame punika raris kurung ida ring kurungan kabuat antuk bambu linuih .,Di sampune ayame punika katunas antuk I Ngurah Rangsasa Ida Sanghyang Sambu raris mur ka ambarane tan wenten kanten . [SEP] kacerita gelisin satua enggal I Ngurah Rangsasa mangkin budal sasampune nyakupang kara kalih matur suksma ring Ida Sanghyang Sambu duaning sampun kapicain ayam maules . [SEP] Sasampune rauh ring purian ayame punika raris kurung ida ring kurungan kabuat antuk bambu linuih .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,23,Siang dalu I Ngurah Rangsasa mretenin ayame punika semeng sampun kagecel siang malih kaborehin antuk kotoran banteng kacampur gedubang .,48,351.0,Sasampune rauh ring purian ayame punika raris kurung ida ring kurungan kabuat antuk bambu linuih .,Sorene bongbong ida sareng para bebotohe ring bencingah jagat Pacangakan .,Sasampune rauh ring purian ayame punika raris kurung ida ring kurungan kabuat antuk bambu linuih . [SEP] Siang dalu I Ngurah Rangsasa mretenin ayame punika semeng sampun kagecel siang malih kaborehin antuk kotoran banteng kacampur gedubang . [SEP] Sorene bongbong ida sareng para bebotohe ring bencingah jagat Pacangakan .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,25,Di sampune ayame seger sampun manut kagocek manut uraharih ayam aduan kocap I Ngurah Rangsasa ngadu ayame ka genah tajen sane ageng tajen undangan kabaos .,48,351.0,Sorene bongbong ida sareng para bebotohe ring bencingah jagat Pacangakan .,Makeh para bebotoh sane kabinawa rauh ka tajen kabinawa mawinan madue jinah makeh taler kabinawa mawinan madue ayam seselikan manut wacakan lontar pangayamayaman .,Sorene bongbong ida sareng para bebotohe ring bencingah jagat Pacangakan . [SEP] Di sampune ayame seger sampun manut kagocek manut uraharih ayam aduan kocap I Ngurah Rangsasa ngadu ayame ka genah tajen sane ageng tajen undangan kabaos . [SEP] Makeh para bebotoh sane kabinawa rauh ka tajen kabinawa mawinan madue jinah makeh taler kabinawa mawinan madue ayam seselikan manut wacakan lontar pangayamayaman .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,27,kacerita ne mangkin I Ngurah Rangsasa duaning ida mawala akidik matilesang angga kocap ida nylibsib makta ayam ka tengah kalangane .,48,351.0,Makeh para bebotoh sane kabinawa rauh ka tajen kabinawa mawinan madue jinah makeh taler kabinawa mawinan madue ayam seselikan manut wacakan lontar pangayamayaman .,Ayame kaseluk tur kaobongobongan sareng lawannyane sane saih tanding .,Makeh para bebotoh sane kabinawa rauh ka tajen kabinawa mawinan madue jinah makeh taler kabinawa mawinan madue ayam seselikan manut wacakan lontar pangayamayaman . [SEP] kacerita ne mangkin I Ngurah Rangsasa duaning ida mawala akidik matilesang angga kocap ida nylibsib makta ayam ka tengah kalangane . [SEP] Ayame kaseluk tur kaobongobongan sareng lawannyane sane saih tanding .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,30,Tan makeh sangke I Ngurah mabuat wantah dasa ringgit .,48,351.0,kacerita mangkin ayam idane sampun polih saih tanding .,Kalah toh ayam idane duaning mapadu nandingin duen bebotoh kasub sugihing brana .,kacerita mangkin ayam idane sampun polih saih tanding . [SEP] Tan makeh sangke I Ngurah mabuat wantah dasa ringgit . [SEP] Kalah toh ayam idane duaning mapadu nandingin duen bebotoh kasub sugihing brana .,1
4,Tokoh-2,"['I Ngurang Rangsasa', 'Ida Anak Agung Ngurah Rangsasa', 'I Ngurah Rangsasa', 'I Ngurah', 'Ngurah']",Antagonist,38,Bukite sane alit genah Ida Ngurah Rangsasa makerti kawastanin Bukit Rangsasa samaliha mangkin kawangunin pura kawastanin Pura Rangsasa .,48,351.0,Punika mawinan yan pade wenten mangkin ayam marupa kadi ring ajeng kabaos Ijo Sambu wireh matehin warnin ayam paican Ida Sanghyang Sambu .,,Punika mawinan yan pade wenten mangkin ayam marupa kadi ring ajeng kabaos Ijo Sambu wireh matehin warnin ayam paican Ida Sanghyang Sambu . [SEP] Bukite sane alit genah Ida Ngurah Rangsasa makerti kawastanin Bukit Rangsasa samaliha mangkin kawangunin pura kawastanin Pura Rangsasa . [SEP],0
4,Tokoh-3,"['I Ngurah Sawe', 'Ida I Ngurah Sawe', 'Ida Ngurah Sawe']",Protagonist,9,Ri tatkalaning masa kocap arinidane sane mabiseka I Ngurah Sawe kadauhin kanikayang ngwalinin anggan idane ngambel jagat santukan Ida Anak Agung Ngurah Rangsasa mapakayunan pacang makerti ring telenging wanane .,4,52.0,Punika mawinan tan mari pikayunan idane osiah .,Glisin satua Ida I Ngurah Sawe tan tulak ring pakayunan rakanidane .,Punika mawinan tan mari pikayunan idane osiah . [SEP] Ri tatkalaning masa kocap arinidane sane mabiseka I Ngurah Sawe kadauhin kanikayang ngwalinin anggan idane ngambel jagat santukan Ida Anak Agung Ngurah Rangsasa mapakayunan pacang makerti ring telenging wanane . [SEP] Glisin satua Ida I Ngurah Sawe tan tulak ring pakayunan rakanidane .,0
4,Tokoh-3,"['I Ngurah Sawe', 'Ida I Ngurah Sawe', 'Ida Ngurah Sawe']",Protagonist,10,Glisin satua Ida I Ngurah Sawe tan tulak ring pakayunan rakanidane .,4,52.0,Ri tatkalaning masa kocap arinidane sane mabiseka I Ngurah Sawe kadauhin kanikayang ngwalinin anggan idane ngambel jagat santukan Ida Anak Agung Ngurah Rangsasa mapakayunan pacang makerti ring telenging wanane .,kacerita di sampune tengah wengi nedeng sepi Ida Anak Agung Ngurah Rangsasa raris mamargi ka alase .,Ri tatkalaning masa kocap arinidane sane mabiseka I Ngurah Sawe kadauhin kanikayang ngwalinin anggan idane ngambel jagat santukan Ida Anak Agung Ngurah Rangsasa mapakayunan pacang makerti ring telenging wanane . [SEP] Glisin satua Ida I Ngurah Sawe tan tulak ring pakayunan rakanidane . [SEP] kacerita di sampune tengah wengi nedeng sepi Ida Anak Agung Ngurah Rangsasa raris mamargi ka alase .,1
4,Tokoh-3,"['I Ngurah Sawe', 'Ida I Ngurah Sawe', 'Ida Ngurah Sawe']",Protagonist,36,Ayam punika raris kapicayang ring arinidane Ida Ngurah Sawe .,4,52.0,Ri sampune mawali brana druen idane raris ida usan makaklecan .,Punika mawinan yan pade wenten mangkin ayam marupa kadi ring ajeng kabaos Ijo Sambu wireh matehin warnin ayam paican Ida Sanghyang Sambu .,Ri sampune mawali brana druen idane raris ida usan makaklecan . [SEP] Ayam punika raris kapicayang ring arinidane Ida Ngurah Sawe . [SEP] Punika mawinan yan pade wenten mangkin ayam marupa kadi ring ajeng kabaos Ijo Sambu wireh matehin warnin ayam paican Ida Sanghyang Sambu .,1
5,Tokoh-1,"['wit kepuh ageng', 'wit kepuhe', 'batan wit kepuhe']",Protagonist,8,Ring pabianan ipun wenten wit kepuh ageng apuun miwah wit tiying tigang lingseh .,4,44.0,Mailehan rerehin ipun tur pagehan abian ipun sami kukuh tan wenten sane rusak irika bingung makenehin .,I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi .,Mailehan rerehin ipun tur pagehan abian ipun sami kukuh tan wenten sane rusak irika bingung makenehin . [SEP] Ring pabianan ipun wenten wit kepuh ageng apuun miwah wit tiying tigang lingseh . [SEP] I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi .,1
5,Tokoh-1,"['wit kepuh ageng', 'wit kepuhe', 'batan wit kepuhe']",Protagonist,9,I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi .,4,44.0,Ring pabianan ipun wenten wit kepuh ageng apuun miwah wit tiying tigang lingseh .,Jro panunggun kepuh banteng titiang ical iriki .,Ring pabianan ipun wenten wit kepuh ageng apuun miwah wit tiying tigang lingseh . [SEP] I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi . [SEP] Jro panunggun kepuh banteng titiang ical iriki .,0
5,Tokoh-1,"['wit kepuh ageng', 'wit kepuhe', 'batan wit kepuhe']",Protagonist,28,Raris dingeh ipun wit kepuhe masuara ngerem tur ngrehgeh usan ngrehgeh wau wenten suara terang .,4,44.0,Sengangat sengenget ipun miwasan menek tan wenten kanten punapi-punapi .,Eh cai Tumtum cai tusing dadi naur sesangi ketipat mabe ben be guling .,Sengangat sengenget ipun miwasan menek tan wenten kanten punapi-punapi . [SEP] Raris dingeh ipun wit kepuhe masuara ngerem tur ngrehgeh usan ngrehgeh wau wenten suara terang . [SEP] Eh cai Tumtum cai tusing dadi naur sesangi ketipat mabe ben be guling .,1
5,Tokoh-2,"['Jro panunggun kepuh', 'jro panunggun kepuh']",Protagonist,10,Jro panunggun kepuh banteng titiang ical iriki .,2,20.0,I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi .,Tulung patujuin titiang dija ipun magenah .,I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi . [SEP] Jro panunggun kepuh banteng titiang ical iriki . [SEP] Tulung patujuin titiang dija ipun magenah .,1
5,Tokoh-2,"['Jro panunggun kepuh', 'jro panunggun kepuh']",Protagonist,12,Yening kapanggih titiang aturin jro panunggun kepuh ketipat akelan maulam ayam .,2,20.0,Tulung patujuin titiang dija ipun magenah .,Bau asapunika munyin ipun saget masuara banteng ipun ring batan tiying ipun .,Tulung patujuin titiang dija ipun magenah . [SEP] Yening kapanggih titiang aturin jro panunggun kepuh ketipat akelan maulam ayam . [SEP] Bau asapunika munyin ipun saget masuara banteng ipun ring batan tiying ipun .,1
5,Tokoh-3,"['I Tumtum', 'Tumtum']",Protagonist,2,Kabaos duk kala rihin ring jagat Jembrana wenten jadma maparab I Tumtum antuk desan ipun pangawi matur sisip .,9,70.0,Makawinan wenten ayam sangkur tan wenten ngelah kibul punika wenten nyatuaang .,Ipun ngelah banteng kalih diri .,Makawinan wenten ayam sangkur tan wenten ngelah kibul punika wenten nyatuaang . [SEP] Kabaos duk kala rihin ring jagat Jembrana wenten jadma maparab I Tumtum antuk desan ipun pangawi matur sisip . [SEP] Ipun ngelah banteng kalih diri .,1
5,Tokoh-3,"['I Tumtum', 'Tumtum']",Protagonist,9,I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi .,9,70.0,Ring pabianan ipun wenten wit kepuh ageng apuun miwah wit tiying tigang lingseh .,Jro panunggun kepuh banteng titiang ical iriki .,Ring pabianan ipun wenten wit kepuh ageng apuun miwah wit tiying tigang lingseh . [SEP] I Tumtum raris merika ring batan wit kepuhe negak masila raris ipun mesesangi . [SEP] Jro panunggun kepuh banteng titiang ical iriki .,1
5,Tokoh-3,"['I Tumtum', 'Tumtum']",Protagonist,22,Sampun lingsir suryane I Tumtum raris makinkin pacang keabiane .,9,70.0,Mapuara nyud manah ipun raris jemaka kibul ayame daara tur ipun malih makaon .,Bau wireh meonge irika magenah ring batang salang .,Mapuara nyud manah ipun raris jemaka kibul ayame daara tur ipun malih makaon . [SEP] Sampun lingsir suryane I Tumtum raris makinkin pacang keabiane . [SEP] Bau wireh meonge irika magenah ring batang salang .,1
5,Tokoh-3,"['I Tumtum', 'Tumtum']",Protagonist,29,Eh cai Tumtum cai tusing dadi naur sesangi ketipat mabe ben be guling .,9,70.0,Raris dingeh ipun wit kepuhe masuara ngerem tur ngrehgeh usan ngrehgeh wau wenten suara terang .,Benehne bukakak siape to buina gulinge to suba carikan krana ilang kibulne .,Raris dingeh ipun wit kepuhe masuara ngerem tur ngrehgeh usan ngrehgeh wau wenten suara terang . [SEP] Eh cai Tumtum cai tusing dadi naur sesangi ketipat mabe ben be guling . [SEP] Benehne bukakak siape to buina gulinge to suba carikan krana ilang kibulne .,1
5,Tokoh-3,"['I Tumtum', 'Tumtum']",Protagonist,33,Punika awinan I Tumtum wangde naur punagi malih ngewlinin ngangge bukakak ayam .,9,70.0,Pitui yen cai matamiu tusing dadi nganggon be guling numabunggkulan musti recah .,Indik puniki ring jagat Jembrana rauh mangkin jadmane tan wenten nauur punagi ketipat maulam guling malihne ayame sangkur tan pisan kangge pacang daging bebanten .,Pitui yen cai matamiu tusing dadi nganggon be guling numabunggkulan musti recah . [SEP] Punika awinan I Tumtum wangde naur punagi malih ngewlinin ngangge bukakak ayam . [SEP] Indik puniki ring jagat Jembrana rauh mangkin jadmane tan wenten nauur punagi ketipat maulam guling malihne ayame sangkur tan pisan kangge pacang daging bebanten .,1
8,Tokoh-1,['Narajana'],Protagonist,1,kacerita ada bendega madan Narajana .,27,230.0,,Ia nongos di pesisi kelod .,[SEP] kacerita ada bendega madan Narajana . [SEP] Ia nongos di pesisi kelod .,1
8,Tokoh-1,['Narajana'],Protagonist,3,Sadinadina Narajana ngalih be di pasih .,27,230.0,Ia nongos di pesisi kelod .,Narajana negakin jukung sambilanga mamancing .,Ia nongos di pesisi kelod . [SEP] Sadinadina Narajana ngalih be di pasih . [SEP] Narajana negakin jukung sambilanga mamancing .,1
8,Tokoh-1,['Narajana'],Protagonist,6,Tibanan suba Narajana nyalanang geginane ento .,27,230.0,Di kenkene ia masih makena jala .,Jani Narajana merasa sebet .,Di kenkene ia masih makena jala . [SEP] Tibanan suba Narajana nyalanang geginane ento . [SEP] Jani Narajana merasa sebet .,1
8,Tokoh-1,['Narajana'],Protagonist,7,Jani Narajana merasa sebet .,27,230.0,Tibanan suba Narajana nyalanang geginane ento .,Sawireh uli semengan pancinge tonden ada ngamahin .,Tibanan suba Narajana nyalanang geginane ento . [SEP] Jani Narajana merasa sebet . [SEP] Sawireh uli semengan pancinge tonden ada ngamahin .,1
8,Tokoh-1,['Narajana'],Protagonist,9,Kanti tengai Narajana tusing maan be angan aukud .,27,230.0,Sawireh uli semengan pancinge tonden ada ngamahin .,Basangne marasa seduk .,Sawireh uli semengan pancinge tonden ada ngamahin . [SEP] Kanti tengai Narajana tusing maan be angan aukud . [SEP] Basangne marasa seduk .,1
8,Tokoh-1,['Narajana'],Protagonist,13,Narajana ngliwat ka tengah pasihe .,27,230.0,Peluhne nyrekcek sawireh panese ngentak .,Ditu ia nepukin parangan gede .,Peluhne nyrekcek sawireh panese ngentak . [SEP] Narajana ngliwat ka tengah pasihe . [SEP] Ditu ia nepukin parangan gede .,1
8,Tokoh-1,['Narajana'],Protagonist,21,Suud madaar Narajana masayuban di beten kayune .,27,230.0,Sambel isen macakcak misi uyah kusamba atemelosan .,Makelo ia mailihilih .,Sambel isen macakcak misi uyah kusamba atemelosan . [SEP] Suud madaar Narajana masayuban di beten kayune . [SEP] Makelo ia mailihilih .,1
8,Tokoh-1,['Narajana'],Protagonist,25,Mara Narajana matolihan kangin saget tepukina ada belibis putih .,27,230.0,Lega kenehne muponin dayuh .,Ditu ia iju ngejuk kedise baan jala .,Lega kenehne muponin dayuh . [SEP] Mara Narajana matolihan kangin saget tepukina ada belibis putih . [SEP] Ditu ia iju ngejuk kedise baan jala .,1
